"n","vocabulary","beta_local","beta_local_r2","generator","replicate","seed","benchmark"
1739,529,0.711557685824776,0.998766061316071,"Zipf Markov control",28,2028,"strict equifinality"
2033,588,0.709497237207261,0.999002371898227,"Zipf Markov control",28,2028,"strict equifinality"
2375,655,0.716904403383291,0.999262193270554,"Zipf Markov control",28,2028,"strict equifinality"
2776,732,0.719075109323334,0.999306914930729,"Zipf Markov control",28,2028,"strict equifinality"
3244,834,0.714075825048475,0.999013081204558,"Zipf Markov control",28,2028,"strict equifinality"
3791,921,0.700288326111721,0.998501734081831,"Zipf Markov control",28,2028,"strict equifinality"
4431,1030,0.68145553070021,0.998638746222259,"Zipf Markov control",28,2028,"strict equifinality"
5178,1138,0.654933928914925,0.999623602521908,"Zipf Markov control",28,2028,"strict equifinality"
6051,1260,0.647427257843647,0.999538236424919,"Zipf Markov control",28,2028,"strict equifinality"
7071,1396,0.628502778121137,0.99950437790577,"Zipf Markov control",28,2028,"strict equifinality"
8263,1532,0.614789818751078,0.999250208137961,"Zipf Markov control",28,2028,"strict equifinality"
9657,1693,0.604910373456071,0.999576711607157,"Zipf Markov control",28,2028,"strict equifinality"
11285,1847,0.597346353641085,0.999815699108795,"Zipf Markov control",28,2028,"strict equifinality"
13188,2022,0.58818559015959,0.999553128728206,"Zipf Markov control",28,2028,"strict equifinality"
15412,2229,0.571637656387505,0.999042617931471,"Zipf Markov control",28,2028,"strict equifinality"
18011,2443,0.554350146871493,0.997768344407558,"Zipf Markov control",28,2028,"strict equifinality"
21049,2651,0.527763781180669,0.996873245360225,"Zipf Markov control",28,2028,"strict equifinality"
24598,2869,0.491555727903409,0.996580016520217,"Zipf Markov control",28,2028,"strict equifinality"
28746,3092,0.452082725171653,0.994320912003673,"Zipf Markov control",28,2028,"strict equifinality"
33594,3320,0.418647768668985,0.993376324236997,"Zipf Markov control",28,2028,"strict equifinality"
39259,3528,0.383414665148084,0.993191886475097,"Zipf Markov control",28,2028,"strict equifinality"
45879,3712,0.347952784787393,0.993307455425255,"Zipf Markov control",28,2028,"strict equifinality"
53616,3928,0.314666903174107,0.993593590466114,"Zipf Markov control",28,2028,"strict equifinality"
62657,4116,0.285743863737943,0.991360380530154,"Zipf Markov control",28,2028,"strict equifinality"
73223,4288,0.285743863737943,0.991360380530154,"Zipf Markov control",28,2028,"strict equifinality"
85570,4451,0.285743863737943,0.991360380530154,"Zipf Markov control",28,2028,"strict equifinality"
100000,4600,0.285743863737943,0.991360380530154,"Zipf Markov control",28,2028,"strict equifinality"
500,233,0.435996657945917,0.965836503131993,"latent mixture",28,2028,"strict equifinality"
584,245,0.435996657945917,0.965836503131993,"latent mixture",28,2028,"strict equifinality"
683,261,0.435996657945917,0.965836503131993,"latent mixture",28,2028,"strict equifinality"
798,280,0.435996657945917,0.965836503131993,"latent mixture",28,2028,"strict equifinality"
933,317,0.369930107857028,0.89539168709864,"latent mixture",28,2028,"strict equifinality"
1090,334,0.266669441581979,0.75932045767396,"latent mixture",28,2028,"strict equifinality"
1274,335,0.474056227918663,0.610769255158211,"latent mixture",28,2028,"strict equifinality"
1488,335,0.580579179430377,0.680626520628955,"latent mixture",28,2028,"strict equifinality"
1739,335,0.660133069686613,0.759273726454488,"latent mixture",28,2028,"strict equifinality"
2033,537,0.717396505894264,0.812671456532436,"latent mixture",28,2028,"strict equifinality"
2375,537,0.647644418736531,0.747373663374053,"latent mixture",28,2028,"strict equifinality"
2776,544,0.75622381792955,0.750427414367872,"latent mixture",28,2028,"strict equifinality"
3244,588,0.677033170301842,0.755839988200767,"latent mixture",28,2028,"strict equifinality"
3791,588,0.997585661010569,0.871680656319201,"latent mixture",28,2028,"strict equifinality"
4431,919,1.22222137023167,0.943049241503,"latent mixture",28,2028,"strict equifinality"
5178,979,1.24661804344756,0.95122364349014,"latent mixture",28,2028,"strict equifinality"
6051,1335,1.17878117184583,0.933317209696268,"latent mixture",28,2028,"strict equifinality"
7071,1572,0.881049576415163,0.943148130924568,"latent mixture",28,2028,"strict equifinality"
8263,1652,0.811688491499978,0.932583314888583,"latent mixture",28,2028,"strict equifinality"
9657,1886,0.697793752338038,0.982472401454649,"latent mixture",28,2028,"strict equifinality"
11285,1991,0.665405364175007,0.980448593595679,"latent mixture",28,2028,"strict equifinality"
13188,2298,0.658349972243808,0.977795703914792,"latent mixture",28,2028,"strict equifinality"
15412,2687,0.570834138586042,0.950137238396251,"latent mixture",28,2028,"strict equifinality"
18011,2801,0.488953268733183,0.909132603958355,"latent mixture",28,2028,"strict equifinality"
21049,2992,0.383987294961599,0.938756460873403,"latent mixture",28,2028,"strict equifinality"
24598,3087,0.354904718019349,0.969661759293044,"latent mixture",28,2028,"strict equifinality"
28746,3213,0.391544248522425,0.973727687289307,"latent mixture",28,2028,"strict equifinality"
33594,3452,0.403018966403631,0.977660724866903,"latent mixture",28,2028,"strict equifinality"
39259,3825,0.41106732186207,0.982876775777701,"latent mixture",28,2028,"strict equifinality"
45879,4049,0.387567692897038,0.972095503242249,"latent mixture",28,2028,"strict equifinality"
53616,4234,0.328990637645288,0.964696251466968,"latent mixture",28,2028,"strict equifinality"
62657,4428,0.252754166084875,0.971803910787864,"latent mixture",28,2028,"strict equifinality"
73223,4623,0.252754166084875,0.971803910787864,"latent mixture",28,2028,"strict equifinality"
85570,4765,0.252754166084875,0.971803910787864,"latent mixture",28,2028,"strict equifinality"
100000,4813,0.252754166084875,0.971803910787864,"latent mixture",28,2028,"strict equifinality"
500,269,0.81550197369985,0.999561950250473,"sample-space reduction",28,2028,"strict equifinality"
584,307,0.81550197369985,0.999561950250473,"sample-space reduction",28,2028,"strict equifinality"
683,348,0.81550197369985,0.999561950250473,"sample-space reduction",28,2028,"strict equifinality"
798,397,0.81550197369985,0.999561950250473,"sample-space reduction",28,2028,"strict equifinality"
933,453,0.790418379289131,0.998646115856697,"sample-space reduction",28,2028,"strict equifinality"
1090,512,0.760386442775237,0.997538329643255,"sample-space reduction",28,2028,"strict equifinality"
1274,574,0.733633279123856,0.99849848673066,"sample-space reduction",28,2028,"strict equifinality"
1488,638,0.718931616384413,0.999516786213561,"sample-space reduction",28,2028,"strict equifinality"
1739,708,0.709926605677613,0.99969643401619,"sample-space reduction",28,2028,"strict equifinality"
2033,796,0.718020824851272,0.999509071035525,"sample-space reduction",28,2028,"strict equifinality"
2375,895,0.722218766789327,0.99966559884498,"sample-space reduction",28,2028,"strict equifinality"
2776,993,0.720626127645255,0.999612366968982,"sample-space reduction",28,2028,"strict equifinality"
3244,1123,0.698633077096508,0.99879543233576,"sample-space reduction",28,2028,"strict equifinality"
3791,1246,0.677796763391301,0.998513201476151,"sample-space reduction",28,2028,"strict equifinality"
4431,1389,0.665661392109019,0.998632058116321,"sample-space reduction",28,2028,"strict equifinality"
5178,1521,0.64418677209397,0.999624988919046,"sample-space reduction",28,2028,"strict equifinality"
6051,1682,0.626014404256027,0.998985910371837,"sample-space reduction",28,2028,"strict equifinality"
7071,1869,0.603693830856437,0.998323660105205,"sample-space reduction",28,2028,"strict equifinality"
8263,2052,0.584448211742122,0.997230460093832,"sample-space reduction",28,2028,"strict equifinality"
9657,2229,0.559520104200697,0.998028895304237,"sample-space reduction",28,2028,"strict equifinality"
11285,2424,0.531599441496168,0.999130278276932,"sample-space reduction",28,2028,"strict equifinality"
13188,2630,0.507742076191197,0.998398020926674,"sample-space reduction",28,2028,"strict equifinality"
15412,2859,0.488056339215818,0.997609379236305,"sample-space reduction",28,2028,"strict equifinality"
18011,3072,0.461327956846357,0.996712240826714,"sample-space reduction",28,2028,"strict equifinality"
21049,3282,0.436471522562054,0.997316890844943,"sample-space reduction",28,2028,"strict equifinality"
24598,3517,0.406162035207911,0.997106723114712,"sample-space reduction",28,2028,"strict equifinality"
28746,3731,0.375994887738631,0.993681355650997,"sample-space reduction",28,2028,"strict equifinality"
33594,3972,0.3444754584857,0.990607562948367,"sample-space reduction",28,2028,"strict equifinality"
39259,4167,0.308545210053207,0.989592572740406,"sample-space reduction",28,2028,"strict equifinality"
45879,4347,0.27159627840215,0.984931499662729,"sample-space reduction",28,2028,"strict equifinality"
53616,4533,0.231396339545912,0.982661893185165,"sample-space reduction",28,2028,"strict equifinality"
62657,4695,0.198000442376717,0.974635492320251,"sample-space reduction",28,2028,"strict equifinality"
73223,4817,0.198000442376717,0.974635492320251,"sample-space reduction",28,2028,"strict equifinality"
85570,4921,0.198000442376717,0.974635492320251,"sample-space reduction",28,2028,"strict equifinality"
100000,5014,0.198000442376717,0.974635492320251,"sample-space reduction",28,2028,"strict equifinality"
500,294,0.670907453144678,0.997835130539741,"finite Zipf reference",29,2029,"strict equifinality"
584,334,0.670907453144678,0.997835130539741,"finite Zipf reference",29,2029,"strict equifinality"
683,360,0.670907453144678,0.997835130539741,"finite Zipf reference",29,2029,"strict equifinality"
798,403,0.670907453144678,0.997835130539741,"finite Zipf reference",29,2029,"strict equifinality"
933,445,0.687184989207205,0.996377720506988,"finite Zipf reference",29,2029,"strict equifinality"
1090,497,0.744474368831911,0.996751879732075,"finite Zipf reference",29,2029,"strict equifinality"
1274,558,0.762984557301365,0.997486834995229,"finite Zipf reference",29,2029,"strict equifinality"
1488,632,0.776047804954229,0.998680896143588,"finite Zipf reference",29,2029,"strict equifinality"
1739,730,0.766870824913582,0.998008047898178,"finite Zipf reference",29,2029,"strict equifinality"
2033,811,0.747590974983424,0.997455625565044,"finite Zipf reference",29,2029,"strict equifinality"
2375,907,0.716260864553063,0.997898768779953,"finite Zipf reference",29,2029,"strict equifinality"
2776,1009,0.686187944012698,0.999806973543698,"finite Zipf reference",29,2029,"strict equifinality"
3244,1127,0.674230850665032,0.999409564293529,"finite Zipf reference",29,2029,"strict equifinality"
3791,1247,0.656232880101875,0.999310253881176,"finite Zipf reference",29,2029,"strict equifinality"
4431,1383,0.644020116649913,0.999501860497647,"finite Zipf reference",29,2029,"strict equifinality"
5178,1521,0.623303850925209,0.999369050139929,"finite Zipf reference",29,2029,"strict equifinality"
6051,1674,0.59965920401196,0.998221261462284,"finite Zipf reference",29,2029,"strict equifinality"
7071,1851,0.57469248872976,0.997880099064722,"finite Zipf reference",29,2029,"strict equifinality"
8263,2012,0.554444696352472,0.997956169037745,"finite Zipf reference",29,2029,"strict equifinality"
9657,2176,0.536895862496672,0.998980374204389,"finite Zipf reference",29,2029,"strict equifinality"
11285,2363,0.515382013939975,0.999510201885034,"finite Zipf reference",29,2029,"strict equifinality"
13188,2565,0.502658186300745,0.998906387334771,"finite Zipf reference",29,2029,"strict equifinality"
15412,2787,0.489856096199062,0.998444456146637,"finite Zipf reference",29,2029,"strict equifinality"
18011,2984,0.460214322781664,0.995893820686447,"finite Zipf reference",29,2029,"strict equifinality"
21049,3205,0.427744101568109,0.994549151036286,"finite Zipf reference",29,2029,"strict equifinality"
24598,3443,0.399931108237794,0.995913256202057,"finite Zipf reference",29,2029,"strict equifinality"
28746,3620,0.372725998255398,0.994143279853827,"finite Zipf reference",29,2029,"strict equifinality"
33594,3827,0.341227834713712,0.994271450401211,"finite Zipf reference",29,2029,"strict equifinality"
39259,4056,0.307299749508076,0.992087773861824,"finite Zipf reference",29,2029,"strict equifinality"
45879,4234,0.278930118405235,0.98457829354765,"finite Zipf reference",29,2029,"strict equifinality"
53616,4416,0.240057556424553,0.978196457491691,"finite Zipf reference",29,2029,"strict equifinality"
62657,4559,0.19829654315428,0.974172870424956,"finite Zipf reference",29,2029,"strict equifinality"
73223,4698,0.19829654315428,0.974172870424956,"finite Zipf reference",29,2029,"strict equifinality"
85570,4800,0.19829654315428,0.974172870424956,"finite Zipf reference",29,2029,"strict equifinality"
100000,4876,0.19829654315428,0.974172870424956,"finite Zipf reference",29,2029,"strict equifinality"
500,186,0.780369236374254,0.99786765650845,"Zipf Markov control",29,2029,"strict equifinality"
584,206,0.780369236374254,0.99786765650845,"Zipf Markov control",29,2029,"strict equifinality"
683,240,0.780369236374254,0.99786765650845,"Zipf Markov control",29,2029,"strict equifinality"
798,262,0.780369236374254,0.99786765650845,"Zipf Markov control",29,2029,"strict equifinality"
933,298,0.78439244825802,0.998041923357259,"Zipf Markov control",29,2029,"strict equifinality"
1090,341,0.790477988159877,0.997614126190602,"Zipf Markov control",29,2029,"strict equifinality"
1274,385,0.817367714328934,0.999423366555554,"Zipf Markov control",29,2029,"strict equifinality"
1488,431,0.820374752392871,0.999376022545466,"Zipf Markov control",29,2029,"strict equifinality"
1739,499,0.805744934530414,0.9988283312699,"Zipf Markov control",29,2029,"strict equifinality"
2033,564,0.797922450453016,0.998484306327198,"Zipf Markov control",29,2029,"strict equifinality"
2375,644,0.789028710447662,0.998376186337244,"Zipf Markov control",29,2029,"strict equifinality"
2776,714,0.761805182997689,0.999403998121524,"Zipf Markov control",29,2029,"strict equifinality"
3244,806,0.7455406561737,0.999253265921536,"Zipf Markov control",29,2029,"strict equifinality"
3791,912,0.720433052514937,0.998808390408578,"Zipf Markov control",29,2029,"strict equifinality"
4431,1018,0.707992102476277,0.998286187448838,"Zipf Markov control",29,2029,"strict equifinality"
5178,1133,0.688430630774831,0.99911139836863,"Zipf Markov control",29,2029,"strict equifinality"
6051,1249,0.668219125410546,0.999727731645311,"Zipf Markov control",29,2029,"strict equifinality"
7071,1389,0.656750640056843,0.999675291733325,"Zipf Markov control",29,2029,"strict equifinality"
8263,1548,0.648190021696502,0.99961271322282,"Zipf Markov control",29,2029,"strict equifinality"
9657,1703,0.639575981696228,0.999402077003464,"Zipf Markov control",29,2029,"strict equifinality"
11285,1877,0.614588002283779,0.99865403077718,"Zipf Markov control",29,2029,"strict equifinality"
13188,2071,0.589406117686421,0.998460515343851,"Zipf Markov control",29,2029,"strict equifinality"
15412,2275,0.565171048960518,0.997425857685248,"Zipf Markov control",29,2029,"strict equifinality"
18011,2461,0.536931660738308,0.997409263810024,"Zipf Markov control",29,2029,"strict equifinality"
21049,2677,0.509860878822398,0.998483348724947,"Zipf Markov control",29,2029,"strict equifinality"
24598,2887,0.480388523784988,0.997748493110994,"Zipf Markov control",29,2029,"strict equifinality"
28746,3111,0.453716861799031,0.995687624992386,"Zipf Markov control",29,2029,"strict equifinality"
33594,3346,0.420924353108693,0.994952667991934,"Zipf Markov control",29,2029,"strict equifinality"
39259,3546,0.38746042010168,0.993141074433468,"Zipf Markov control",29,2029,"strict equifinality"
45879,3758,0.349503714041501,0.991670015311493,"Zipf Markov control",29,2029,"strict equifinality"
53616,3965,0.30984397882829,0.989192694179227,"Zipf Markov control",29,2029,"strict equifinality"
62657,4151,0.278099297522596,0.986625490666788,"Zipf Markov control",29,2029,"strict equifinality"
73223,4316,0.278099297522596,0.986625490666788,"Zipf Markov control",29,2029,"strict equifinality"
85570,4456,0.278099297522596,0.986625490666788,"Zipf Markov control",29,2029,"strict equifinality"
100000,4611,0.278099297522596,0.986625490666788,"Zipf Markov control",29,2029,"strict equifinality"
500,71,1.60020430888372,0.885473896618469,"latent mixture",29,2029,"strict equifinality"
584,71,1.60020430888372,0.885473896618469,"latent mixture",29,2029,"strict equifinality"
683,73,1.60020430888372,0.885473896618469,"latent mixture",29,2029,"strict equifinality"
798,91,1.60020430888372,0.885473896618469,"latent mixture",29,2029,"strict equifinality"
933,132,1.93295050198351,0.96441182385316,"latent mixture",29,2029,"strict equifinality"
1090,203,1.96114202239571,0.97062808183364,"latent mixture",29,2029,"strict equifinality"
1274,297,1.62626735211107,0.902056893823461,"latent mixture",29,2029,"strict equifinality"
1488,355,1.10938679647374,0.793874075206029,"latent mixture",29,2029,"strict equifinality"
1739,389,0.683250331017907,0.7710227563039,"latent mixture",29,2029,"strict equifinality"
2033,391,0.374990329381575,0.849228101185641,"latent mixture",29,2029,"strict equifinality"
2375,391,0.491750446294142,0.73297952884437,"latent mixture",29,2029,"strict equifinality"
2776,442,0.695085562879253,0.801019134157948,"latent mixture",29,2029,"strict equifinality"
3244,442,0.921758069674778,0.90895442922081,"latent mixture",29,2029,"strict equifinality"
3791,640,1.1149908258663,0.963410904816166,"latent mixture",29,2029,"strict equifinality"
4431,739,1.16960869519788,0.974206495377442,"latent mixture",29,2029,"strict equifinality"
5178,864,1.23019457638246,0.981622435933616,"latent mixture",29,2029,"strict equifinality"
6051,1067,1.18005553950368,0.99126289127747,"latent mixture",29,2029,"strict equifinality"
7071,1218,1.18807636298266,0.992248208368865,"latent mixture",29,2029,"strict equifinality"
8263,1524,1.10379752339531,0.977445445951447,"latent mixture",29,2029,"strict equifinality"
9657,1960,0.942717238102325,0.946944194011419,"latent mixture",29,2029,"strict equifinality"
11285,2139,0.815295636692924,0.926670790190423,"latent mixture",29,2029,"strict equifinality"
13188,2309,0.656189197947984,0.951339460128775,"latent mixture",29,2029,"strict equifinality"
15412,2451,0.601199145957687,0.98191275348263,"latent mixture",29,2029,"strict equifinality"
18011,2750,0.603012129380114,0.982404478136909,"latent mixture",29,2029,"strict equifinality"
21049,3018,0.583192728559522,0.97459755701007,"latent mixture",29,2029,"strict equifinality"
24598,3524,0.543023100499006,0.960110089171391,"latent mixture",29,2029,"strict equifinality"
28746,3619,0.467138772753686,0.955815869206778,"latent mixture",29,2029,"strict equifinality"
33594,3829,0.385774546511514,0.948649046033039,"latent mixture",29,2029,"strict equifinality"
39259,4076,0.288535184262771,0.969704643444564,"latent mixture",29,2029,"strict equifinality"
45879,4319,0.25347133385642,0.929184444487562,"latent mixture",29,2029,"strict equifinality"
53616,4439,0.198696734988076,0.908567913163703,"latent mixture",29,2029,"strict equifinality"
62657,4495,0.148811857564826,0.936630862673706,"latent mixture",29,2029,"strict equifinality"
73223,4570,0.148811857564826,0.936630862673706,"latent mixture",29,2029,"strict equifinality"
85570,4674,0.148811857564826,0.936630862673706,"latent mixture",29,2029,"strict equifinality"
100000,4755,0.148811857564826,0.936630862673706,"latent mixture",29,2029,"strict equifinality"
500,271,0.802829843922869,0.99906264783723,"sample-space reduction",29,2029,"strict equifinality"
584,304,0.802829843922869,0.99906264783723,"sample-space reduction",29,2029,"strict equifinality"
683,349,0.802829843922869,0.99906264783723,"sample-space reduction",29,2029,"strict equifinality"
798,389,0.802829843922869,0.99906264783723,"sample-space reduction",29,2029,"strict equifinality"
933,450,0.788953652579695,0.998227769920507,"sample-space reduction",29,2029,"strict equifinality"
1090,509,0.778623882242918,0.99856757096992,"sample-space reduction",29,2029,"strict equifinality"
1274,568,0.773312230128024,0.998496211363099,"sample-space reduction",29,2029,"strict equifinality"
1488,633,0.745363818903195,0.999258233864584,"sample-space reduction",29,2029,"strict equifinality"
1739,724,0.73448907905316,0.999078456917873,"sample-space reduction",29,2029,"strict equifinality"
2033,811,0.723031709676165,0.998514588167618,"sample-space reduction",29,2029,"strict equifinality"
2375,899,0.704475974261028,0.998270356249302,"sample-space reduction",29,2029,"strict equifinality"
2776,1004,0.672974216830222,0.999507654944245,"sample-space reduction",29,2029,"strict equifinality"
3244,1112,0.661517415177588,0.999700550915187,"sample-space reduction",29,2029,"strict equifinality"
3791,1234,0.64634844671274,0.999245477313914,"sample-space reduction",29,2029,"strict equifinality"
4431,1357,0.63757326887001,0.999635633840248,"sample-space reduction",29,2029,"strict equifinality"
5178,1506,0.640106884718372,0.99952885693151,"sample-space reduction",29,2029,"strict equifinality"
6051,1644,0.631400589422872,0.999266022130792,"sample-space reduction",29,2029,"strict equifinality"
7071,1830,0.625296319692893,0.999016783426333,"sample-space reduction",29,2029,"strict equifinality"
8263,2035,0.617838760208305,0.999046222351009,"sample-space reduction",29,2029,"strict equifinality"
9657,2211,0.607081761221515,0.998477455699051,"sample-space reduction",29,2029,"strict equifinality"
11285,2429,0.572512969403034,0.997288782568756,"sample-space reduction",29,2029,"strict equifinality"
13188,2677,0.540423503736821,0.996422664887852,"sample-space reduction",29,2029,"strict equifinality"
15412,2908,0.511715494724599,0.993829250181543,"sample-space reduction",29,2029,"strict equifinality"
18011,3112,0.475977806434504,0.995192737335381,"sample-space reduction",29,2029,"strict equifinality"
21049,3349,0.436223878556981,0.996655667415163,"sample-space reduction",29,2029,"strict equifinality"
24598,3573,0.400413018911963,0.993720118138539,"sample-space reduction",29,2029,"strict equifinality"
28746,3820,0.368870565605903,0.990235685356006,"sample-space reduction",29,2029,"strict equifinality"
33594,4020,0.331741474860549,0.990026096484949,"sample-space reduction",29,2029,"strict equifinality"
39259,4201,0.296430013099247,0.989601506163522,"sample-space reduction",29,2029,"strict equifinality"
45879,4399,0.256533276771878,0.987560672088618,"sample-space reduction",29,2029,"strict equifinality"
53616,4576,0.223264843979154,0.978728263204668,"sample-space reduction",29,2029,"strict equifinality"
62657,4731,0.188522539101625,0.966308808727293,"sample-space reduction",29,2029,"strict equifinality"
73223,4837,0.188522539101625,0.966308808727293,"sample-space reduction",29,2029,"strict equifinality"
85570,4942,0.188522539101625,0.966308808727293,"sample-space reduction",29,2029,"strict equifinality"
100000,5020,0.188522539101625,0.966308808727293,"sample-space reduction",29,2029,"strict equifinality"
500,266,0.815440074176465,0.999237003660641,"finite Zipf reference",30,2030,"strict equifinality"
584,303,0.815440074176465,0.999237003660641,"finite Zipf reference",30,2030,"strict equifinality"
683,344,0.815440074176465,0.999237003660641,"finite Zipf reference",30,2030,"strict equifinality"
798,387,0.815440074176465,0.999237003660641,"finite Zipf reference",30,2030,"strict equifinality"
933,438,0.797625799077448,0.998393211541863,"finite Zipf reference",30,2030,"strict equifinality"
1090,509,0.782628084964056,0.997852946713184,"finite Zipf reference",30,2030,"strict equifinality"
1274,569,0.773605443970886,0.997809115751413,"finite Zipf reference",30,2030,"strict equifinality"
1488,631,0.752031550130682,0.998128914046639,"finite Zipf reference",30,2030,"strict equifinality"
1739,710,0.725569461898638,0.999552514824016,"finite Zipf reference",30,2030,"strict equifinality"
2033,804,0.719803652934896,0.999298348244498,"finite Zipf reference",30,2030,"strict equifinality"
2375,895,0.711271316736623,0.998992344113955,"finite Zipf reference",30,2030,"strict equifinality"
2776,997,0.693210579592392,0.999355644178069,"finite Zipf reference",30,2030,"strict equifinality"
3244,1106,0.680224933040973,0.999977113743424,"finite Zipf reference",30,2030,"strict equifinality"
3791,1230,0.673166751342441,0.999876336344998,"finite Zipf reference",30,2030,"strict equifinality"
4431,1366,0.66826380385903,0.999880349377483,"finite Zipf reference",30,2030,"strict equifinality"
5178,1521,0.65659635816732,0.999475268382898,"finite Zipf reference",30,2030,"strict equifinality"
6051,1676,0.628578939360464,0.997588546988416,"finite Zipf reference",30,2030,"strict equifinality"
7071,1861,0.602194741140047,0.997217120642849,"finite Zipf reference",30,2030,"strict equifinality"
8263,2037,0.57349379753192,0.997632228523781,"finite Zipf reference",30,2030,"strict equifinality"
9657,2198,0.546236485437548,0.99762017922661,"finite Zipf reference",30,2030,"strict equifinality"
11285,2404,0.514801523464305,0.99837559428743,"finite Zipf reference",30,2030,"strict equifinality"
13188,2605,0.496344997040991,0.998403597061396,"finite Zipf reference",30,2030,"strict equifinality"
15412,2805,0.474166197088569,0.996657473814286,"finite Zipf reference",30,2030,"strict equifinality"
18011,3004,0.442914911290667,0.99708604134192,"finite Zipf reference",30,2030,"strict equifinality"
21049,3234,0.418478058683933,0.997281761988473,"finite Zipf reference",30,2030,"strict equifinality"
24598,3428,0.39291490772899,0.996233981184052,"finite Zipf reference",30,2030,"strict equifinality"
28746,3636,0.368886642126922,0.996108745425646,"finite Zipf reference",30,2030,"strict equifinality"
33594,3854,0.33866098193028,0.99573492538951,"finite Zipf reference",30,2030,"strict equifinality"
39259,4046,0.309630695952775,0.990280744347489,"finite Zipf reference",30,2030,"strict equifinality"
45879,4255,0.270981737132511,0.981338808004539,"finite Zipf reference",30,2030,"strict equifinality"
53616,4422,0.229207045656252,0.97253290686105,"finite Zipf reference",30,2030,"strict equifinality"
62657,4567,0.188559189183395,0.96023981252871,"finite Zipf reference",30,2030,"strict equifinality"
73223,4675,0.188559189183395,0.96023981252871,"finite Zipf reference",30,2030,"strict equifinality"
85570,4771,0.188559189183395,0.96023981252871,"finite Zipf reference",30,2030,"strict equifinality"
100000,4841,0.188559189183395,0.96023981252871,"finite Zipf reference",30,2030,"strict equifinality"
500,194,0.777511320865292,0.998261117631977,"Zipf Markov control",30,2030,"strict equifinality"
584,224,0.777511320865292,0.998261117631977,"Zipf Markov control",30,2030,"strict equifinality"
683,252,0.777511320865292,0.998261117631977,"Zipf Markov control",30,2030,"strict equifinality"
798,287,0.777511320865292,0.998261117631977,"Zipf Markov control",30,2030,"strict equifinality"
933,322,0.765135800296507,0.999144567967193,"Zipf Markov control",30,2030,"strict equifinality"
1090,356,0.758651096087715,0.999032180771287,"Zipf Markov control",30,2030,"strict equifinality"
1274,407,0.746197645009109,0.99895846679143,"Zipf Markov control",30,2030,"strict equifinality"
1488,461,0.765915288663465,0.998322260036226,"Zipf Markov control",30,2030,"strict equifinality"
1739,512,0.786759404729997,0.998306542826427,"Zipf Markov control",30,2030,"strict equifinality"
2033,572,0.778183554950368,0.998277562713325,"Zipf Markov control",30,2030,"strict equifinality"
2375,662,0.763130858541395,0.997091324634478,"Zipf Markov control",30,2030,"strict equifinality"
2776,752,0.742870751196261,0.994832701844855,"Zipf Markov control",30,2030,"strict equifinality"
3244,836,0.711465999112603,0.994268255183813,"Zipf Markov control",30,2030,"strict equifinality"
3791,921,0.679549568336846,0.998632296554149,"Zipf Markov control",30,2030,"strict equifinality"
4431,1016,0.664524859582768,0.999417218165572,"Zipf Markov control",30,2030,"strict equifinality"
5178,1131,0.668363143685922,0.999440965276252,"Zipf Markov control",30,2030,"strict equifinality"
6051,1270,0.666265082475258,0.999300145211458,"Zipf Markov control",30,2030,"strict equifinality"
7071,1397,0.655513166486101,0.99881781371246,"Zipf Markov control",30,2030,"strict equifinality"
8263,1554,0.637095830969871,0.998988638141019,"Zipf Markov control",30,2030,"strict equifinality"
9657,1704,0.610462079044525,0.999057410331148,"Zipf Markov control",30,2030,"strict equifinality"
11285,1875,0.593069481359726,0.998582678966521,"Zipf Markov control",30,2030,"strict equifinality"
13188,2062,0.572075645583533,0.999165095069513,"Zipf Markov control",30,2030,"strict equifinality"
15412,2236,0.558450325580734,0.999177634774437,"Zipf Markov control",30,2030,"strict equifinality"
18011,2437,0.536838876357753,0.998987684313249,"Zipf Markov control",30,2030,"strict equifinality"
21049,2653,0.513016340868382,0.99828166435651,"Zipf Markov control",30,2030,"strict equifinality"
24598,2881,0.487249665654293,0.995791483259145,"Zipf Markov control",30,2030,"strict equifinality"
28746,3094,0.45270592036684,0.994341696848317,"Zipf Markov control",30,2030,"strict equifinality"
33594,3312,0.419277664355568,0.995240540403587,"Zipf Markov control",30,2030,"strict equifinality"
39259,3517,0.384006504654953,0.99532295891553,"Zipf Markov control",30,2030,"strict equifinality"
45879,3724,0.35102212218974,0.993074036412504,"Zipf Markov control",30,2030,"strict equifinality"
53616,3942,0.318281253038452,0.991434645461769,"Zipf Markov control",30,2030,"strict equifinality"
62657,4121,0.285469876165426,0.988020727575511,"Zipf Markov control",30,2030,"strict equifinality"
73223,4290,0.285469876165426,0.988020727575511,"Zipf Markov control",30,2030,"strict equifinality"
85570,4456,0.285469876165426,0.988020727575511,"Zipf Markov control",30,2030,"strict equifinality"
100000,4595,0.285469876165426,0.988020727575511,"Zipf Markov control",30,2030,"strict equifinality"
500,23,2.53190323120827,0.950180671694554,"latent mixture",30,2030,"strict equifinality"
584,27,2.53190323120827,0.950180671694554,"latent mixture",30,2030,"strict equifinality"
683,33,2.53190323120827,0.950180671694554,"latent mixture",30,2030,"strict equifinality"
798,71,2.53190323120827,0.950180671694554,"latent mixture",30,2030,"strict equifinality"
933,127,2.54354351185203,0.951486334475908,"latent mixture",30,2030,"strict equifinality"
1090,158,2.14610409226524,0.900476424239182,"latent mixture",30,2030,"strict equifinality"
