"n","vocabulary","beta_local","beta_local_r2","generator","replicate","seed","benchmark"
1274,56,0.880351598469461,0.983657375132472,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
1488,66,0.940155354258757,0.984464333433219,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
1739,80,1.01710570668951,0.997573462110174,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
2033,92,1.03094067451061,0.998552377531734,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
2375,109,1.02121977461376,0.998875717435294,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
2776,126,1.02337315613508,0.998740641214631,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
3244,147,1.04141228402863,0.999252753816057,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
3791,175,1.0301261110775,0.998911140492122,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
4431,209,0.998341763205804,0.996019124398826,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
5178,243,0.965939138427532,0.995779974175888,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
6051,280,0.933029289383351,0.997744219939525,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
7071,314,0.943636568107647,0.996539314566229,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
8263,368,0.967000637401437,0.996509626293357,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
9657,428,1.01986903892848,0.99661852579608,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
11285,516,1.04731743056235,0.998931824694445,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
13188,595,1.04421334255649,0.998863907776283,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
15412,720,1.03703344498515,0.998771796998878,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
18011,825,1.01517612475429,0.999194291387664,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
21049,971,1.01708452036822,0.999202359470932,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
24598,1138,1.00520879617649,0.999624108951049,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
28746,1327,1.01147754829809,0.99985906664648,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
33594,1561,0.999977034471645,0.999827711916286,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
39259,1830,0.984433445942073,0.999606869399004,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
45879,2119,0.972522290265827,0.999618236873746,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
53616,2468,0.970060465663772,0.999712494184716,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
62657,2845,0.973820736064049,0.999646662058908,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
73223,3312,0.973820736064049,0.999646662058908,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
85570,3906,0.973820736064049,0.999646662058908,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
100000,4549,0.973820736064049,0.999646662058908,"Simon reinforcement",17,2017,"Zipf-compatible / mimicking"
500,200,0.758963284541448,0.998823456299204,"random segmentation",18,2018,"Zipf-compatible / mimicking"
584,227,0.758963284541448,0.998823456299204,"random segmentation",18,2018,"Zipf-compatible / mimicking"
683,254,0.758963284541448,0.998823456299204,"random segmentation",18,2018,"Zipf-compatible / mimicking"
798,281,0.758963284541448,0.998823456299204,"random segmentation",18,2018,"Zipf-compatible / mimicking"
933,321,0.756439106671684,0.998815115815276,"random segmentation",18,2018,"Zipf-compatible / mimicking"
1090,366,0.756372315748658,0.998809265018564,"random segmentation",18,2018,"Zipf-compatible / mimicking"
1274,406,0.772173109476471,0.998497163164323,"random segmentation",18,2018,"Zipf-compatible / mimicking"
1488,457,0.779798187472887,0.997904662325013,"random segmentation",18,2018,"Zipf-compatible / mimicking"
1739,510,0.791488470346131,0.997833550779221,"random segmentation",18,2018,"Zipf-compatible / mimicking"
2033,589,0.802602660047503,0.998809282410422,"random segmentation",18,2018,"Zipf-compatible / mimicking"
2375,673,0.807081160477124,0.998933590391371,"random segmentation",18,2018,"Zipf-compatible / mimicking"
2776,759,0.814660530623128,0.998917461930869,"random segmentation",18,2018,"Zipf-compatible / mimicking"
3244,848,0.808565211488796,0.999250251402423,"random segmentation",18,2018,"Zipf-compatible / mimicking"
3791,968,0.814964222113034,0.999172403985207,"random segmentation",18,2018,"Zipf-compatible / mimicking"
4431,1109,0.82058885590779,0.999450527990362,"random segmentation",18,2018,"Zipf-compatible / mimicking"
5178,1262,0.815088604791368,0.999102653604902,"random segmentation",18,2018,"Zipf-compatible / mimicking"
6051,1435,0.779125089094869,0.997607872598032,"random segmentation",18,2018,"Zipf-compatible / mimicking"
7071,1614,0.747787929255764,0.99812728736686,"random segmentation",18,2018,"Zipf-compatible / mimicking"
8263,1811,0.72970295208159,0.999043025457003,"random segmentation",18,2018,"Zipf-compatible / mimicking"
9657,1997,0.715783412785423,0.999611056041194,"random segmentation",18,2018,"Zipf-compatible / mimicking"
11285,2242,0.719926114080952,0.999457138645777,"random segmentation",18,2018,"Zipf-compatible / mimicking"
13188,2523,0.731126663205124,0.999359772149756,"random segmentation",18,2018,"Zipf-compatible / mimicking"
15412,2810,0.751212333126143,0.999730574234689,"random segmentation",18,2018,"Zipf-compatible / mimicking"
18011,3174,0.762798665732348,0.999557965011014,"random segmentation",18,2018,"Zipf-compatible / mimicking"
21049,3572,0.773765420880847,0.999618520705791,"random segmentation",18,2018,"Zipf-compatible / mimicking"
24598,4044,0.785400744666635,0.999955823971406,"random segmentation",18,2018,"Zipf-compatible / mimicking"
28746,4583,0.785900167473575,0.999960772976098,"random segmentation",18,2018,"Zipf-compatible / mimicking"
33594,5176,0.786076755862426,0.999962771008792,"random segmentation",18,2018,"Zipf-compatible / mimicking"
39259,5850,0.781218689884899,0.999968212373907,"random segmentation",18,2018,"Zipf-compatible / mimicking"
45879,6599,0.778020940020314,0.999993768487336,"random segmentation",18,2018,"Zipf-compatible / mimicking"
53616,7453,0.773938555460997,0.999965857453708,"random segmentation",18,2018,"Zipf-compatible / mimicking"
62657,8401,0.769138528594597,0.999951977200709,"random segmentation",18,2018,"Zipf-compatible / mimicking"
73223,9491,0.769138528594597,0.999951977200709,"random segmentation",18,2018,"Zipf-compatible / mimicking"
85570,10661,0.769138528594597,0.999951977200709,"random segmentation",18,2018,"Zipf-compatible / mimicking"
100000,11998,0.769138528594597,0.999951977200709,"random segmentation",18,2018,"Zipf-compatible / mimicking"
500,29,0.869510514056218,0.963517455594928,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
584,31,0.869510514056218,0.963517455594928,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
683,34,0.869510514056218,0.963517455594928,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
798,37,0.869510514056218,0.963517455594928,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
933,46,0.929260928633141,0.981638423453058,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
1090,53,0.945036263142284,0.984930964579072,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
1274,65,0.927426828990769,0.98303392750544,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
1488,69,0.847204460736526,0.990881448641207,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
1739,79,0.836533990793851,0.991780529838722,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
2033,91,0.81710876090869,0.993136150946514,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
2375,103,0.874116895913853,0.999473308401447,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
2776,120,0.904295306634062,0.997706306719958,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
3244,135,0.948076699888798,0.995901448789961,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
3791,157,0.998335482082483,0.996671016109154,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
4431,187,1.02010078506466,0.997651108226724,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
5178,222,1.06440212554007,0.999394939796608,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
6051,262,1.08925928495668,0.999073838194555,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
7071,303,1.11154604236285,0.99838753841448,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
8263,366,1.12001693028044,0.998598762349767,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
9657,441,1.10033548436645,0.99707308038529,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
11285,533,1.05542271583569,0.993107666739174,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
13188,622,1.00103471482003,0.994828994907359,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
15412,709,0.944856212937894,0.996991307888067,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
18011,807,0.914673442968744,0.999189247506113,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
21049,954,0.923333831343344,0.998969028815935,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
24598,1084,0.946420565703398,0.999283038576131,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
28746,1261,0.970987330595761,0.999167944443997,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
33594,1471,0.981177916728464,0.99897475585374,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
39259,1715,0.999889702232501,0.999847465083605,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
45879,2024,0.993371523493896,0.999678646064362,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
53616,2366,0.98707568241135,0.999655769345493,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
62657,2743,0.982989618019634,0.999710518002905,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
73223,3171,0.982989618019634,0.999710518002905,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
85570,3708,0.982989618019634,0.999710518002905,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
100000,4340,0.982989618019634,0.999710518002905,"Simon reinforcement",18,2018,"Zipf-compatible / mimicking"
500,202,0.745037124339973,0.994749962630287,"random segmentation",19,2019,"Zipf-compatible / mimicking"
584,227,0.745037124339973,0.994749962630287,"random segmentation",19,2019,"Zipf-compatible / mimicking"
683,254,0.745037124339973,0.994749962630287,"random segmentation",19,2019,"Zipf-compatible / mimicking"
798,278,0.745037124339973,0.994749962630287,"random segmentation",19,2019,"Zipf-compatible / mimicking"
933,312,0.768305698592495,0.99490900868806,"random segmentation",19,2019,"Zipf-compatible / mimicking"
1090,355,0.782644802106202,0.996314306843662,"random segmentation",19,2019,"Zipf-compatible / mimicking"
1274,414,0.792684647755356,0.997483405199228,"random segmentation",19,2019,"Zipf-compatible / mimicking"
1488,462,0.789638067291074,0.99749164957308,"random segmentation",19,2019,"Zipf-compatible / mimicking"
1739,514,0.778416122368563,0.998081161895931,"random segmentation",19,2019,"Zipf-compatible / mimicking"
2033,578,0.781251644899722,0.997804870920943,"random segmentation",19,2019,"Zipf-compatible / mimicking"
2375,661,0.816090530803068,0.998288975579029,"random segmentation",19,2019,"Zipf-compatible / mimicking"
2776,748,0.830601785095802,0.999398101893923,"random segmentation",19,2019,"Zipf-compatible / mimicking"
3244,860,0.825388093830692,0.999116162702074,"random segmentation",19,2019,"Zipf-compatible / mimicking"
3791,986,0.80325804735587,0.998575881485173,"random segmentation",19,2019,"Zipf-compatible / mimicking"
4431,1104,0.789179418838178,0.998663903878781,"random segmentation",19,2019,"Zipf-compatible / mimicking"
5178,1244,0.769643470925737,0.999575356384896,"random segmentation",19,2019,"Zipf-compatible / mimicking"
6051,1394,0.758910584847402,0.999861573689602,"random segmentation",19,2019,"Zipf-compatible / mimicking"
7071,1581,0.760041050139182,0.999887066125414,"random segmentation",19,2019,"Zipf-compatible / mimicking"
8263,1779,0.759510863218339,0.999887939268461,"random segmentation",19,2019,"Zipf-compatible / mimicking"
9657,1997,0.756631189044791,0.999858154511687,"random segmentation",19,2019,"Zipf-compatible / mimicking"
11285,2242,0.74915959172157,0.99997084845882,"random segmentation",19,2019,"Zipf-compatible / mimicking"
13188,2530,0.754321869067119,0.999873300647361,"random segmentation",19,2019,"Zipf-compatible / mimicking"
15412,2835,0.758312921230261,0.999886122084489,"random segmentation",19,2019,"Zipf-compatible / mimicking"
18011,3184,0.768725185450158,0.999705981919256,"random segmentation",19,2019,"Zipf-compatible / mimicking"
21049,3611,0.77716514712051,0.999662560075235,"random segmentation",19,2019,"Zipf-compatible / mimicking"
24598,4056,0.787021614205958,0.999853565658886,"random segmentation",19,2019,"Zipf-compatible / mimicking"
28746,4619,0.788982759999159,0.999897465066597,"random segmentation",19,2019,"Zipf-compatible / mimicking"
33594,5220,0.786283667424609,0.999891116696192,"random segmentation",19,2019,"Zipf-compatible / mimicking"
39259,5901,0.782989947891362,0.999833896780205,"random segmentation",19,2019,"Zipf-compatible / mimicking"
45879,6647,0.776111890933389,0.999973531803169,"random segmentation",19,2019,"Zipf-compatible / mimicking"
53616,7513,0.77358300586637,0.999978815816558,"random segmentation",19,2019,"Zipf-compatible / mimicking"
62657,8450,0.77065988856717,0.999975941815808,"random segmentation",19,2019,"Zipf-compatible / mimicking"
73223,9558,0.77065988856717,0.999975941815808,"random segmentation",19,2019,"Zipf-compatible / mimicking"
85570,10763,0.77065988856717,0.999975941815808,"random segmentation",19,2019,"Zipf-compatible / mimicking"
100000,12115,0.77065988856717,0.999975941815808,"random segmentation",19,2019,"Zipf-compatible / mimicking"
500,17,1.13563511977835,0.98558101073758,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
584,23,1.13563511977835,0.98558101073758,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
683,26,1.13563511977835,0.98558101073758,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
798,33,1.13563511977835,0.98558101073758,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
933,37,1.04868448551297,0.995405817791341,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
1090,43,1.06037548706895,0.995678978207052,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
1274,52,1.07542942175281,0.993985496927562,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
1488,61,1.11771263112358,0.997982976373229,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
1739,72,1.13089371579995,0.998342332386045,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
2033,90,1.10291255471465,0.997565496384786,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
2375,103,1.10450736103282,0.997577559655734,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
2776,124,1.08044667295935,0.997480975794299,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
3244,143,1.05132990653995,0.998907834982614,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
3791,173,1.05433888499202,0.999052018419041,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
4431,201,1.03268289919124,0.999176835253165,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
5178,238,1.03443892724675,0.999186252917729,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
6051,276,1.02316477914034,0.999687351886437,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
7071,323,1.0432898096509,0.999508960426978,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
8263,382,1.03777751192301,0.999394033915956,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
9657,451,1.0232199363899,0.998516438959352,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
11285,537,0.997260460207975,0.997933556344795,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
13188,618,0.988333460001568,0.998396552368805,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
15412,708,0.98905912148081,0.998361002057348,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
18011,822,0.991044886189047,0.99833166023975,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
21049,983,1.0095154192906,0.999105869826456,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
24598,1155,1.02481005829072,0.999554951816574,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
28746,1341,1.0034174893441,0.998815001608429,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
33594,1565,0.978617362176827,0.999508883126836,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
39259,1845,0.968905334505071,0.999595037312979,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
45879,2101,0.965038909067634,0.999595170650265,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
53616,2462,0.972425433599665,0.999340296976442,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
62657,2858,0.983447607992887,0.999116837516534,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
73223,3318,0.983447607992887,0.999116837516534,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
85570,3929,0.983447607992887,0.999116837516534,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
100000,4600,0.983447607992887,0.999116837516534,"Simon reinforcement",19,2019,"Zipf-compatible / mimicking"
500,186,0.841824242086428,0.998609266140268,"random segmentation",20,2020,"Zipf-compatible / mimicking"
584,208,0.841824242086428,0.998609266140268,"random segmentation",20,2020,"Zipf-compatible / mimicking"
683,240,0.841824242086428,0.998609266140268,"random segmentation",20,2020,"Zipf-compatible / mimicking"
798,270,0.841824242086428,0.998609266140268,"random segmentation",20,2020,"Zipf-compatible / mimicking"
933,307,0.859786427867602,0.999180782641095,"random segmentation",20,2020,"Zipf-compatible / mimicking"
1090,353,0.865734621368847,0.999169818827,"random segmentation",20,2020,"Zipf-compatible / mimicking"
1274,410,0.863845371048966,0.999026207328363,"random segmentation",20,2020,"Zipf-compatible / mimicking"
1488,465,0.847389043324111,0.998465383944321,"random segmentation",20,2020,"Zipf-compatible / mimicking"
1739,534,0.814739893337835,0.998250992790823,"random segmentation",20,2020,"Zipf-compatible / mimicking"
2033,598,0.780669058263352,0.998992083471861,"random segmentation",20,2020,"Zipf-compatible / mimicking"
2375,678,0.76597563823614,0.999297254560526,"random segmentation",20,2020,"Zipf-compatible / mimicking"
2776,759,0.748447207254645,0.999831964567583,"random segmentation",20,2020,"Zipf-compatible / mimicking"
3244,850,0.761734652290329,0.999295641251953,"random segmentation",20,2020,"Zipf-compatible / mimicking"
3791,960,0.766245140271441,0.999221876726145,"random segmentation",20,2020,"Zipf-compatible / mimicking"
4431,1073,0.776979513310556,0.999479222876201,"random segmentation",20,2020,"Zipf-compatible / mimicking"
5178,1233,0.783836691899741,0.999638427017211,"random segmentation",20,2020,"Zipf-compatible / mimicking"
6051,1384,0.781146771344846,0.999583624854747,"random segmentation",20,2020,"Zipf-compatible / mimicking"
7071,1562,0.776004495177314,0.999462566102056,"random segmentation",20,2020,"Zipf-compatible / mimicking"
8263,1765,0.760651792634748,0.999938057681036,"random segmentation",20,2020,"Zipf-compatible / mimicking"
9657,1983,0.757039441942228,0.999891721504564,"random segmentation",20,2020,"Zipf-compatible / mimicking"
11285,2228,0.750170815829168,0.999934692962576,"random segmentation",20,2020,"Zipf-compatible / mimicking"
13188,2506,0.745507537366444,0.999992176207158,"random segmentation",20,2020,"Zipf-compatible / mimicking"
15412,2810,0.745338564982573,0.999992713472616,"random segmentation",20,2020,"Zipf-compatible / mimicking"
18011,3155,0.756645415415121,0.999583129171573,"random segmentation",20,2020,"Zipf-compatible / mimicking"
21049,3545,0.772387163919093,0.999214763990695,"random segmentation",20,2020,"Zipf-compatible / mimicking"
24598,3984,0.788849324604602,0.999356842640095,"random segmentation",20,2020,"Zipf-compatible / mimicking"
28746,4550,0.80394754030488,0.999617119331553,"random segmentation",20,2020,"Zipf-compatible / mimicking"
33594,5171,0.80983882763746,0.999833859658554,"random segmentation",20,2020,"Zipf-compatible / mimicking"
39259,5859,0.80614103944599,0.999720390112012,"random segmentation",20,2020,"Zipf-compatible / mimicking"
45879,6662,0.788371371399088,0.999617005346014,"random segmentation",20,2020,"Zipf-compatible / mimicking"
53616,7511,0.776233551837243,0.999683409268843,"random segmentation",20,2020,"Zipf-compatible / mimicking"
62657,8467,0.766173198687501,0.999798221572505,"random segmentation",20,2020,"Zipf-compatible / mimicking"
73223,9490,0.766173198687501,0.999798221572505,"random segmentation",20,2020,"Zipf-compatible / mimicking"
85570,10704,0.766173198687501,0.999798221572505,"random segmentation",20,2020,"Zipf-compatible / mimicking"
100000,12040,0.766173198687501,0.999798221572505,"random segmentation",20,2020,"Zipf-compatible / mimicking"
500,26,0.748598490122009,0.984421444781841,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
584,27,0.748598490122009,0.984421444781841,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
683,33,0.748598490122009,0.984421444781841,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
798,36,0.748598490122009,0.984421444781841,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
933,39,0.819717880210143,0.987420508711108,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
1090,45,0.834759488856204,0.985366038415087,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
1274,52,0.876152997739062,0.993771282079412,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
1488,61,0.943342339011154,0.99618049358414,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
1739,71,0.994560374779739,0.992611377536207,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
2033,78,1.04873925008162,0.991507058756749,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
2375,96,1.05828607012096,0.992240147147093,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
2776,117,1.09739560335279,0.994207709817832,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
3244,140,1.07633364990341,0.990958466338771,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
3791,158,1.00935901085309,0.993917892321049,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
4431,193,0.986429702063868,0.995941874587251,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
5178,212,0.988521361767088,0.995874643047336,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
6051,252,1.01849828719323,0.996536934708514,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
7071,301,1.04939356328552,0.994695535947241,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
8263,351,1.09879629377379,0.999193686584168,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
9657,415,1.10255599856374,0.999177135545146,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
11285,508,1.09651700110077,0.9990674499512,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
13188,590,1.08569557420285,0.9985906487845,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
15412,707,1.0628891551312,0.998624066377881,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
18011,827,1.03022311777746,0.999622141688789,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
21049,963,1.02782422462373,0.999609980823912,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
24598,1136,1.01247704026523,0.999941410527898,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
28746,1325,1.01170070204179,0.99993507017107,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
33594,1557,1.00923119593936,0.999914856073653,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
39259,1818,1.00255736373563,0.999976539017183,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
45879,2123,0.996954021901302,0.999928076932568,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
53616,2479,0.987304412323553,0.999938302920212,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
62657,2900,0.990525579899165,0.999894247552883,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
73223,3365,0.990525579899165,0.999894247552883,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
85570,3913,0.990525579899165,0.999894247552883,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
100000,4613,0.990525579899165,0.999894247552883,"Simon reinforcement",20,2020,"Zipf-compatible / mimicking"
500,214,0.768959377163583,0.998374816516351,"random segmentation",21,2021,"Zipf-compatible / mimicking"
584,239,0.768959377163583,0.998374816516351,"random segmentation",21,2021,"Zipf-compatible / mimicking"
683,267,0.768959377163583,0.998374816516351,"random segmentation",21,2021,"Zipf-compatible / mimicking"
798,310,0.768959377163583,0.998374816516351,"random segmentation",21,2021,"Zipf-compatible / mimicking"
933,341,0.763287805768784,0.998040646700857,"random segmentation",21,2021,"Zipf-compatible / mimicking"
1090,391,0.755651848425033,0.998025007648081,"random segmentation",21,2021,"Zipf-compatible / mimicking"
1274,435,0.740270559625522,0.999059712579386,"random segmentation",21,2021,"Zipf-compatible / mimicking"
1488,485,0.75692603597955,0.999203646571745,"random segmentation",21,2021,"Zipf-compatible / mimicking"
1739,548,0.759598749344923,0.999064504186638,"random segmentation",21,2021,"Zipf-compatible / mimicking"
2033,617,0.777624981597393,0.999661978035092,"random segmentation",21,2021,"Zipf-compatible / mimicking"
2375,700,0.780430888318762,0.999800710059797,"random segmentation",21,2021,"Zipf-compatible / mimicking"
2776,793,0.760814870330618,0.998764292760894,"random segmentation",21,2021,"Zipf-compatible / mimicking"
3244,895,0.742353060552053,0.998440080930801,"random segmentation",21,2021,"Zipf-compatible / mimicking"
3791,1001,0.725028136829356,0.999128772028816,"random segmentation",21,2021,"Zipf-compatible / mimicking"
4431,1106,0.714401088016024,0.999620110793435,"random segmentation",21,2021,"Zipf-compatible / mimicking"
5178,1239,0.718912951253236,0.9993945376203,"random segmentation",21,2021,"Zipf-compatible / mimicking"
6051,1391,0.73814648283184,0.999048371962774,"random segmentation",21,2021,"Zipf-compatible / mimicking"
7071,1556,0.752262748184516,0.999729680110805,"random segmentation",21,2021,"Zipf-compatible / mimicking"
8263,1758,0.754771025964094,0.99978239495951,"random segmentation",21,2021,"Zipf-compatible / mimicking"
9657,1993,0.766966139530704,0.999537944555143,"random segmentation",21,2021,"Zipf-compatible / mimicking"
11285,2225,0.773331983103851,0.999607502108743,"random segmentation",21,2021,"Zipf-compatible / mimicking"
13188,2500,0.772696244938084,0.999608520028042,"random segmentation",21,2021,"Zipf-compatible / mimicking"
15412,2860,0.775178625275126,0.99960472094925,"random segmentation",21,2021,"Zipf-compatible / mimicking"
18011,3212,0.782231728390376,0.999794964022709,"random segmentation",21,2021,"Zipf-compatible / mimicking"
21049,3619,0.781779259788989,0.999794802212737,"random segmentation",21,2021,"Zipf-compatible / mimicking"
24598,4093,0.774940288320239,0.999941324571148,"random segmentation",21,2021,"Zipf-compatible / mimicking"
28746,4620,0.778064123175563,0.999986875558141,"random segmentation",21,2021,"Zipf-compatible / mimicking"
33594,5222,0.778659654193443,0.999987877044379,"random segmentation",21,2021,"Zipf-compatible / mimicking"
39259,5886,0.775035812510143,0.999982235204469,"random segmentation",21,2021,"Zipf-compatible / mimicking"
45879,6640,0.769828694541517,0.999935146269884,"random segmentation",21,2021,"Zipf-compatible / mimicking"
53616,7504,0.764019373637162,0.99992531015458,"random segmentation",21,2021,"Zipf-compatible / mimicking"
62657,8441,0.764844332347751,0.999913033458806,"random segmentation",21,2021,"Zipf-compatible / mimicking"
73223,9478,0.764844332347751,0.999913033458806,"random segmentation",21,2021,"Zipf-compatible / mimicking"
85570,10660,0.764844332347751,0.999913033458806,"random segmentation",21,2021,"Zipf-compatible / mimicking"
100000,12080,0.764844332347751,0.999913033458806,"random segmentation",21,2021,"Zipf-compatible / mimicking"
