"vocabulary_size","scale_min","scale_max","stage","mean_alpha","sd_alpha","abs_alpha_bias","alpha_rmse","mean_vocabulary","sd_vocabulary","loss"
5400,1,5031.1529,"50-seed-final",1.0270139369876,0.0330272280172831,0.0270139369875959,0.0424114916769653,4744.62,111.361314867325,4.22154337707573
5400,2,4674.7507,"50-seed-final",1.03163073243253,0.0312274149520082,0.0316307324325251,0.0442284032032721,4762.48,105.970199892735,4.23270264009789
5250,2,5031.1529,"50-seed-final",1.02739674352722,0.0314336587428947,0.0273967435272171,0.0414595581238099,4738.32,93.8292935416792,4.41162942885478
5250,1,5414.7272,"50-seed-final",1.02337127879722,0.0327242900281756,0.0233712787972153,0.039945941562421,4718.22,97.3676579585158,4.61253683422129
5750,1,4343.5957,"50-seed-final",1.03575854748573,0.0332017941586693,0.035758547485726,0.0485693902672915,4764.8,137.48706803751,4.6253654471286
5750,2,4035.8994,"50-seed-final",1.04020924553108,0.0312981100218978,0.0402092455310814,0.0507618329387618,4782.08,133.275354060681,4.79329774983455
5500,1,4674.7507,"50-seed-final",1.0308654606533,0.0331336421792448,0.0308654606532963,0.0450395175431662,4733.06,124.165033363681,4.86903406998321
5750,0.5,10034.938,"50-seed-final",1.00002386300935,0.0336406263118994,2.38630093509773e-05,0.0333025295334594,5346.5,85.2930721879878,4.98840832718239
5500,2,4343.5957,"50-seed-final",1.0354902379758,0.0309895768791736,0.0354902379758011,0.0469116594166759,4747.3,114.552233874832,5.00379595477832
5750,0.5,10800,"50-seed-final",0.997132651690851,0.0333778467147416,0.0028673483091487,0.0331665603373716,5380.68,79.5555100773885,5.9955566911624
5600,1,4343.5957,"50-seed-final",1.03486753052725,0.0327449152634238,0.034867530527245,0.0476080830444262,4702.48,130.449026717061,6.12692792527266
5400,2,4343.5957,"50-seed-final",1.03494331219105,0.0309531412245192,0.0349433121910481,0.0464754782601834,4701.58,109.017895928389,6.16152745527813
5400,1,4674.7507,"50-seed-final",1.03109138947775,0.0327176706848282,0.0310913894777487,0.0448966764382077,4683.44,118.871764210558,6.29981022241552
5250,2,4674.7507,"50-seed-final",1.03091062978257,0.0314695934260227,0.0309106297825659,0.0438861668153648,4681.88,94.6071663161272,6.33042224274206
5600,2,4035.8994,"50-seed-final",1.03992588486846,0.0314712118551881,0.0399258848684594,0.0506429137654117,4716.26,123.445403944829,6.34286282226201
5250,1,5031.1529,"50-seed-final",1.02649644910079,0.032922288522763,0.0264964491007917,0.0420031112525653,4665.7,103.856504222835,6.44401552045367
5500,1,4343.5957,"50-seed-final",1.03453895529756,0.0326384304837522,0.0345389552975648,0.0472958902506449,4659.66,128.451946069258,7.43048688807174
5750,1,4035.8994,"50-seed-final",1.03940749040666,0.0326844561351283,0.039407490406657,0.0509888075909106,4676.94,145.23399978613,7.44185389009967
5500,2,4035.8994,"50-seed-final",1.03941116001524,0.0309423615555612,0.0394111600152369,0.0499151347549916,4668,123.665612332084,7.73038220772424
5750,2,3750,"50-seed-final",1.04444285954647,0.0314189641022597,0.0444428595464708,0.0542455163476321,4688.04,138.562585873971,7.77178526934944
5250,2,4343.5957,"50-seed-final",1.03407139783436,0.0314599688273727,0.0340713978343641,0.0461605372177836,4626.52,104.965735905988,8.55390338623852
5250,1,4674.7507,"50-seed-final",1.02956177167783,0.0328938103168705,0.0295617716778305,0.0439802347282411,4606.72,110.479112440833,8.85510646371181
5400,2,4035.8994,"50-seed-final",1.03886553824065,0.0316531226711707,0.038865538240654,0.049924060672938,4626.52,117.719875040674,9.11337524599569
5400,1,4343.5957,"50-seed-final",1.03446427955262,0.032532376433311,0.0344642795526209,0.0471696403542774,4611.88,125.000349387267,9.15492121965491
5600,1,4035.8994,"50-seed-final",1.03871141903938,0.0330017665631176,0.0387114190393822,0.0506547947227449,4620.36,138.809921423918,9.32607029361657
5600,2,3750,"50-seed-final",1.04391320632875,0.0315883561475141,0.0439132063287451,0.0539095302269561,4631.22,134.817986143374,9.60789548667477
5500,1,4035.8994,"50-seed-final",1.03838704221456,0.0326039657673151,0.0383870422145605,0.0501529981363385,4577.14,133.823369729335,11.03339218935
5500,2,3750,"50-seed-final",1.04333290652466,0.031179724187196,0.0433329065246564,0.0532021849575413,4588.6,122.594569910044,11.1959913250989
5750,1,3750,"50-seed-final",1.04309620779863,0.0326956373687636,0.0430962077986261,0.0538971959893375,4582.9,150.152337610162,11.4021446731805
5250,2,4035.8994,"50-seed-final",1.03840128963152,0.0312450080125761,0.0384012896315162,0.0493090717876074,4551.22,108.515641682644,12.1861294944003
5250,1,4343.5957,"50-seed-final",1.0337153772155,0.0330550220386248,0.0337153772155017,0.0469841298005833,4539.06,118.530528229857,12.2125024065904
