"top_k","transition_nmi","surrogate_nmi","transition_nmi_excess","transition_nmi_z","generator","replicate","seed","benchmark"
100,0.217315724232274,0.0178679880413663,0.199447736190907,1744.92178884336,"Zipf Markov control",27,2027,"strict equifinality"
25,0.205778052956357,0.204875894550311,0.0009021584060461,1.63796358575524,"latent mixture",27,2027,"strict equifinality"
50,0.19232043151513,0.191512088573039,0.000808342942090673,2.212458036402,"latent mixture",27,2027,"strict equifinality"
100,0.190362035534294,0.189365789136311,0.000996246397983153,2.80624452826966,"latent mixture",27,2027,"strict equifinality"
25,0.392000743732003,0.0133751434515592,0.378625600280444,5279.23489447613,"sample-space reduction",27,2027,"strict equifinality"
50,0.366875552148349,0.0157965937936692,0.35107895835468,2283.38683131702,"sample-space reduction",27,2027,"strict equifinality"
100,0.346852484638988,0.0265612905366318,0.320291194102356,2109.4091909915,"sample-space reduction",27,2027,"strict equifinality"
25,0.00176139387694736,0.00180206229733764,-4.06684203902816e-05,-0.587316518867272,"finite Zipf reference",28,2028,"strict equifinality"
50,0.00585912536618647,0.00599039232657046,-0.000131266960383988,-0.977024228833929,"finite Zipf reference",28,2028,"strict equifinality"
100,0.0174802473542601,0.0175306657190901,-5.04183648299926e-05,-0.307056364265396,"finite Zipf reference",28,2028,"strict equifinality"
25,0.178423035396035,0.00191262310929969,0.176510412286735,1763.18789394273,"Zipf Markov control",28,2028,"strict equifinality"
50,0.195696815463628,0.00622213644208039,0.189474679021548,970.372792673984,"Zipf Markov control",28,2028,"strict equifinality"
100,0.216937975048373,0.0178192014395555,0.199118773608817,1008.9642189066,"Zipf Markov control",28,2028,"strict equifinality"
25,0.214054022389599,0.213520935090976,0.000533087298622892,0.768277639416547,"latent mixture",28,2028,"strict equifinality"
50,0.205907755793914,0.205696764295928,0.000210991497986174,0.337303915582857,"latent mixture",28,2028,"strict equifinality"
100,0.202553572055273,0.201773956292549,0.000779615762723423,1.56183317968753,"latent mixture",28,2028,"strict equifinality"
25,0.393125339101846,0.0132975320161695,0.379827807085676,2671.19244276064,"sample-space reduction",28,2028,"strict equifinality"
50,0.366830056326673,0.0157721805383823,0.351057875788291,2000.94829462669,"sample-space reduction",28,2028,"strict equifinality"
100,0.346612305414155,0.0266302632681012,0.319982042146054,1517.4239820034,"sample-space reduction",28,2028,"strict equifinality"
25,0.00203833069092613,0.00177322854617616,0.000265102144749973,2.28674070753722,"finite Zipf reference",29,2029,"strict equifinality"
50,0.00604020553454548,0.00597492632611042,6.5279208435064e-05,0.517193172244713,"finite Zipf reference",29,2029,"strict equifinality"
100,0.0173085702940406,0.0175264574474199,-0.000217887153379292,-1.15577257934076,"finite Zipf reference",29,2029,"strict equifinality"
25,0.174460935977074,0.00189071585415977,0.172570220122914,1932.46813448953,"Zipf Markov control",29,2029,"strict equifinality"
50,0.193422311011945,0.00616216268165619,0.187260148330289,1322.12583931406,"Zipf Markov control",29,2029,"strict equifinality"
100,0.216052829900198,0.0178396136756784,0.198213216224519,885.773888534536,"Zipf Markov control",29,2029,"strict equifinality"
25,0.213706121391115,0.213507663362452,0.00019845802866289,0.210213197053621,"latent mixture",29,2029,"strict equifinality"
50,0.202066438518471,0.202263314754885,-0.000196876236414151,-0.32163686419505,"latent mixture",29,2029,"strict equifinality"
100,0.198125558492369,0.198094545883557,3.10126088127194e-05,0.0622945122908504,"latent mixture",29,2029,"strict equifinality"
25,0.390989163229021,0.0132946907106249,0.377694472518396,3081.55933353967,"sample-space reduction",29,2029,"strict equifinality"
50,0.365233935357839,0.015664680630486,0.349569254727353,2422.72404071028,"sample-space reduction",29,2029,"strict equifinality"
100,0.345502510331568,0.0265804878727973,0.318922022458771,1856.00561973404,"sample-space reduction",29,2029,"strict equifinality"
25,0.00196413960025242,0.00176765895073714,0.000196480649515278,2.44643900595469,"finite Zipf reference",30,2030,"strict equifinality"
50,0.00622741531748123,0.00600766224690286,0.000219753070578363,1.36383220984729,"finite Zipf reference",30,2030,"strict equifinality"
100,0.017892730685982,0.0176024229796956,0.000290307706286404,1.19467298481691,"finite Zipf reference",30,2030,"strict equifinality"
25,0.179197841131978,0.00192291064522544,0.177274930486752,1767.49256804334,"Zipf Markov control",30,2030,"strict equifinality"
50,0.19464899597034,0.00615153449692997,0.18849746147341,1459.52328993058,"Zipf Markov control",30,2030,"strict equifinality"
100,0.215809842955299,0.0177878658917843,0.198021977063514,1009.82545252711,"Zipf Markov control",30,2030,"strict equifinality"
25,0.222288504935152,0.223175720251061,-0.000887215315909323,-1.29643118220932,"latent mixture",30,2030,"strict equifinality"
50,0.205454544584628,0.205965179709455,-0.000510635124826353,-0.867252012412982,"latent mixture",30,2030,"strict equifinality"
100,0.200374365109871,0.201167250519587,-0.000792885409715116,-1.28650527212287,"latent mixture",30,2030,"strict equifinality"
25,0.3933981047918,0.0132172929283347,0.380180811863466,4454.34767104264,"sample-space reduction",30,2030,"strict equifinality"
50,0.367855901239504,0.0156946125911215,0.352161288648383,2113.8436988141,"sample-space reduction",30,2030,"strict equifinality"
100,0.347504952733541,0.0264774312385698,0.321027521494971,1529.28224646379,"sample-space reduction",30,2030,"strict equifinality"
25,0.00175946191144823,0.00181010827992275,-5.06463684745216e-05,-0.509212413993207,"finite Zipf reference",31,2031,"strict equifinality"
50,0.00585463475043672,0.00601937427613769,-0.000164739525700975,-1.24509574713466,"finite Zipf reference",31,2031,"strict equifinality"
100,0.0175910694033553,0.0175683735186486,2.26958847067485e-05,0.1405057203084,"finite Zipf reference",31,2031,"strict equifinality"
25,0.179500350043434,0.00188655380212456,0.17761379624131,1627.39550444123,"Zipf Markov control",31,2031,"strict equifinality"
50,0.1949972985519,0.00614325953241478,0.188854039019485,1186.16144092872,"Zipf Markov control",31,2031,"strict equifinality"
100,0.216860036720081,0.017898985865459,0.198961050854622,821.003030128702,"Zipf Markov control",31,2031,"strict equifinality"
25,0.194409194015834,0.194560888240686,-0.000151694224851895,-0.257690686062687,"latent mixture",31,2031,"strict equifinality"
50,0.187398645499063,0.188301018257617,-0.00090237275855401,-1.27864697197696,"latent mixture",31,2031,"strict equifinality"
100,0.187899784140802,0.188286200166169,-0.000386416025366931,-0.676335734843719,"latent mixture",31,2031,"strict equifinality"
25,0.39281756519185,0.013270486510623,0.379547078681227,4393.47429170812,"sample-space reduction",31,2031,"strict equifinality"
50,0.367382661823143,0.0157418771553081,0.351640784667835,2428.81881597008,"sample-space reduction",31,2031,"strict equifinality"
100,0.34771078937053,0.0265261000936666,0.321184689276864,1931.83171400072,"sample-space reduction",31,2031,"strict equifinality"
25,0.0018120182571784,0.001784422385424,2.75958717543988e-05,0.208125328166633,"finite Zipf reference",32,2032,"strict equifinality"
50,0.00591472798952363,0.00597696078320202,-6.22327936783892e-05,-0.421049882010736,"finite Zipf reference",32,2032,"strict equifinality"
100,0.0171371571941984,0.017620668965327,-0.00048351177112857,-2.05087501238059,"finite Zipf reference",32,2032,"strict equifinality"
25,0.178172766289122,0.00192142357999594,0.176251342709126,1433.11633029361,"Zipf Markov control",32,2032,"strict equifinality"
50,0.193540217230114,0.00619599472112198,0.187344222508992,1302.19077948548,"Zipf Markov control",32,2032,"strict equifinality"
100,0.216338015002313,0.0179413723350425,0.19839664266727,1051.84035494381,"Zipf Markov control",32,2032,"strict equifinality"
25,0.224080585358412,0.224462734132824,-0.000382148774412561,-0.599322571219585,"latent mixture",32,2032,"strict equifinality"
50,0.208453203786628,0.20876328699843,-0.000310083211801648,-0.510460546975554,"latent mixture",32,2032,"strict equifinality"
100,0.204306741203394,0.205016913197946,-0.000710171994551673,-1.3029186584733,"latent mixture",32,2032,"strict equifinality"
25,0.392336517908036,0.0133054291059096,0.379031088802126,4062.87472541539,"sample-space reduction",32,2032,"strict equifinality"
50,0.366868703849551,0.0157627914800666,0.351105912369484,2275.02660757092,"sample-space reduction",32,2032,"strict equifinality"
100,0.346834902773551,0.0264938658641229,0.320341036909428,1829.53004253157,"sample-space reduction",32,2032,"strict equifinality"
25,0.0018901042788278,0.00183118658684696,5.89176919808332e-05,0.64065019962204,"finite Zipf reference",33,2033,"strict equifinality"
50,0.0060742429108999,0.00597886097869076,9.53819322091418e-05,0.673042662337567,"finite Zipf reference",33,2033,"strict equifinality"
100,0.0173879391066889,0.01746626311423,-7.83240075411529e-05,-0.601331434156262,"finite Zipf reference",33,2033,"strict equifinality"
25,0.178177038827983,0.00193304977631401,0.17624398905167,1453.26220089954,"Zipf Markov control",33,2033,"strict equifinality"
50,0.194855192828061,0.00626982421180728,0.188585368616253,1052.63595043447,"Zipf Markov control",33,2033,"strict equifinality"
100,0.217347224423023,0.0180076351415138,0.19933958928151,940.623740665453,"Zipf Markov control",33,2033,"strict equifinality"
25,0.197645060730096,0.19790669716829,-0.000261636438193741,-0.418442712606929,"latent mixture",33,2033,"strict equifinality"
50,0.187413113542059,0.187361437617236,5.16759248223309e-05,0.123948533686093,"latent mixture",33,2033,"strict equifinality"
100,0.185437319228283,0.18597472481105,-0.000537405582767353,-1.21051481006865,"latent mixture",33,2033,"strict equifinality"
25,0.390622640112696,0.013241472267754,0.377381167844942,3203.57028601455,"sample-space reduction",33,2033,"strict equifinality"
50,0.365078494230212,0.0156316893662408,0.349446804863971,1975.59664417275,"sample-space reduction",33,2033,"strict equifinality"
100,0.345070010595182,0.0264456871874857,0.318624323407697,1654.44980422417,"sample-space reduction",33,2033,"strict equifinality"
25,0.00184450477579965,0.00178526417894646,5.92405968531922e-05,0.598422761727627,"finite Zipf reference",34,2034,"strict equifinality"
50,0.00598640794044483,0.00602834509883259,-4.19371583877653e-05,-0.256503233032135,"finite Zipf reference",34,2034,"strict equifinality"
100,0.0176787324106763,0.0175674938237538,0.000111238586922455,0.539747966807998,"finite Zipf reference",34,2034,"strict equifinality"
25,0.180391756498535,0.00200509167758336,0.178386664820952,1477.52955820755,"Zipf Markov control",34,2034,"strict equifinality"
50,0.197049445233112,0.00621467755564084,0.190834767677471,1541.27248570886,"Zipf Markov control",34,2034,"strict equifinality"
100,0.220273183092155,0.0178465039417357,0.20242667915042,1330.42251802782,"Zipf Markov control",34,2034,"strict equifinality"
25,0.206391657287438,0.206948485646571,-0.000556828359132455,-0.783881227152779,"latent mixture",34,2034,"strict equifinality"
50,0.196299544165722,0.195766462092961,0.000533082072761731,0.971882568499621,"latent mixture",34,2034,"strict equifinality"
100,0.194587131796468,0.193917538837863,0.000669592958605136,1.19918113300526,"latent mixture",34,2034,"strict equifinality"
25,0.391792828187572,0.0133378195013483,0.378455008686224,3308.5155792696,"sample-space reduction",34,2034,"strict equifinality"
50,0.365998410337758,0.0157827118001124,0.350215698537646,2219.17203907632,"sample-space reduction",34,2034,"strict equifinality"
100,0.34621539067921,0.0265460914595476,0.319669299219662,1536.25391687399,"sample-space reduction",34,2034,"strict equifinality"
25,0.00191613518326321,0.0017898035697514,0.000126331613511807,1.60892526174877,"finite Zipf reference",35,2035,"strict equifinality"
50,0.00606850374354932,0.00600652083029132,6.19829132579991e-05,0.436757350530531,"finite Zipf reference",35,2035,"strict equifinality"
100,0.0172623278006333,0.0174868370065233,-0.000224509205890004,-1.2217304385382,"finite Zipf reference",35,2035,"strict equifinality"
25,0.178504592136939,0.00191072989149899,0.17659386224544,1707.51395353618,"Zipf Markov control",35,2035,"strict equifinality"
50,0.196439448387176,0.00620085512353616,0.19023859326364,1623.16752836317,"Zipf Markov control",35,2035,"strict equifinality"
100,0.217690719976088,0.0178564584751865,0.199834261500901,1100.46676362221,"Zipf Markov control",35,2035,"strict equifinality"
25,0.216107046656128,0.216474079738705,-0.00036703308257649,-0.57956750967299,"latent mixture",35,2035,"strict equifinality"
50,0.200505634843299,0.201037551284063,-0.000531916440763669,-1.00496896612763,"latent mixture",35,2035,"strict equifinality"
100,0.196182543456765,0.196117955777856,6.45876789085731e-05,0.138654068496833,"latent mixture",35,2035,"strict equifinality"
25,0.393621002937959,0.0133639633126682,0.38025703962529,3178.35219557066,"sample-space reduction",35,2035,"strict equifinality"
50,0.367007989913541,0.0158126659451917,0.35119532396835,2390.1515983371,"sample-space reduction",35,2035,"strict equifinality"
100,0.347210187559301,0.0266850734184608,0.32052511414084,1349.34861978596,"sample-space reduction",35,2035,"strict equifinality"
25,0.00181510566523656,0.00176803469671029,4.70709685262689e-05,0.409626173691656,"finite Zipf reference",36,2036,"strict equifinality"
50,0.006087780810358,0.005957110266316,0.000130670544041994,1.08532089628364,"finite Zipf reference",36,2036,"strict equifinality"
100,0.0173872130256415,0.0175708846404316,-0.000183671614790003,-0.990286443139445,"finite Zipf reference",36,2036,"strict equifinality"
25,0.178193231841036,0.00189129168210984,0.176301940158926,2126.63119401314,"Zipf Markov control",36,2036,"strict equifinality"
50,0.192893420520088,0.00615084262384665,0.186742577896241,1249.83590830448,"Zipf Markov control",36,2036,"strict equifinality"
100,0.21496870390231,0.0179071792190206,0.19706152468329,1004.62971433503,"Zipf Markov control",36,2036,"strict equifinality"
25,0.202800713097788,0.203295886018981,-0.000495172921192971,-0.601583140493695,"latent mixture",36,2036,"strict equifinality"
50,0.190612275224047,0.190930544497876,-0.00031826927382983,-0.507116428277741,"latent mixture",36,2036,"strict equifinality"
100,0.185808451606507,0.186143493757884,-0.000335042151376919,-0.73840878191438,"latent mixture",36,2036,"strict equifinality"
25,0.391856176215683,0.0133184591460683,0.378537717069615,3005.92600429115,"sample-space reduction",36,2036,"strict equifinality"
50,0.366168927003226,0.0157633792757266,0.350405547727499,1822.14918036781,"sample-space reduction",36,2036,"strict equifinality"
100,0.346528226928207,0.0265849178509355,0.319943309077271,1526.61321976635,"sample-space reduction",36,2036,"strict equifinality"
25,0.00183073291322392,0.0017908243792024,3.99085340215242e-05,0.37542388955813,"finite Zipf reference",37,2037,"strict equifinality"
50,0.00595542069933131,0.00596505780625913,-9.63710692782407e-06,-0.0787320644748787,"finite Zipf reference",37,2037,"strict equifinality"
100,0.0177440432217087,0.0176518239613881,9.22192603206064e-05,0.519484441715641,"finite Zipf reference",37,2037,"strict equifinality"
25,0.175579937641222,0.0018976502327707,0.173682287408452,1432.50378174436,"Zipf Markov control",37,2037,"strict equifinality"
50,0.191288812805457,0.00613332783573457,0.185155484969722,1278.23217585886,"Zipf Markov control",37,2037,"strict equifinality"
100,0.214779003761102,0.0178418010743758,0.196937202686727,1026.51612563094,"Zipf Markov control",37,2037,"strict equifinality"
25,0.205900932690149,0.206169516947837,-0.000268584257687332,-0.355162407729369,"latent mixture",37,2037,"strict equifinality"
50,0.189182462178653,0.189530689915989,-0.000348227737336088,-0.594681236544908,"latent mixture",37,2037,"strict equifinality"
100,0.182531529048468,0.182931698088766,-0.000400169040297715,-0.643034870839033,"latent mixture",37,2037,"strict equifinality"
25,0.392774960619144,0.013258818595137,0.379516142024007,2971.48122485854,"sample-space reduction",37,2037,"strict equifinality"
50,0.368098944660362,0.0157340478176162,0.352364896842746,2580.98497966183,"sample-space reduction",37,2037,"strict equifinality"
100,0.347577168849986,0.0264259552750618,0.321151213574924,1666.79506968342,"sample-space reduction",37,2037,"strict equifinality"
25,0.00164202504657384,0.0017697652068625,-0.000127740160288653,-1.25869650837117,"finite Zipf reference",38,2038,"strict equifinality"
50,0.00610319131280798,0.00599506509947638,0.000108126213331595,0.652751420142067,"finite Zipf reference",38,2038,"strict equifinality"
100,0.0175560812109169,0.0175856329283521,-2.95517174352042e-05,-0.165471991570371,"finite Zipf reference",38,2038,"strict equifinality"
25,0.180134450042833,0.0018889806747143,0.178245469368118,1514.76504256775,"Zipf Markov control",38,2038,"strict equifinality"
50,0.196001007654408,0.00612926766301623,0.189871739991391,1414.64206300174,"Zipf Markov control",38,2038,"strict equifinality"
100,0.217984492424502,0.0177284606641057,0.200256031760396,1131.78749622363,"Zipf Markov control",38,2038,"strict equifinality"
25,0.209685352324834,0.210043437393509,-0.000358085068675379,-0.486439860098144,"latent mixture",38,2038,"strict equifinality"
50,0.199911456846781,0.198764091619077,0.00114736522770423,1.83274955080971,"latent mixture",38,2038,"strict equifinality"
100,0.194578644047939,0.193840650738564,0.000737993309374685,1.27972947756437,"latent mixture",38,2038,"strict equifinality"
25,0.392748789314888,0.0132725377760036,0.379476251538885,3392.96467877169,"sample-space reduction",38,2038,"strict equifinality"
50,0.367221615823948,0.0157214460755487,0.351500169748399,2100.30525353321,"sample-space reduction",38,2038,"strict equifinality"
100,0.346657231589141,0.0265356974582009,0.32012153413094,1407.00684645142,"sample-space reduction",38,2038,"strict equifinality"
25,0.00186756161136274,0.00178464283305218,8.29187783105601e-05,0.951652262190054,"finite Zipf reference",39,2039,"strict equifinality"
50,0.00578930227453435,0.00596334202712564,-0.000174039752591289,-1.09717046231347,"finite Zipf reference",39,2039,"strict equifinality"
100,0.0173256970964657,0.0175087595454237,-0.000183062448958011,-1.0010172696686,"finite Zipf reference",39,2039,"strict equifinality"
25,0.177793558862894,0.00191812167643032,0.175875437186464,1694.6488140868,"Zipf Markov control",39,2039,"strict equifinality"
50,0.192466284229472,0.00620111076246265,0.186265173467009,1136.4411405893,"Zipf Markov control",39,2039,"strict equifinality"
100,0.214277187304112,0.0178838549920522,0.19639333231206,917.473494599544,"Zipf Markov control",39,2039,"strict equifinality"
25,0.199470146728608,0.199538917158688,-6.87704300800229e-05,-0.101758862899129,"latent mixture",39,2039,"strict equifinality"
50,0.189525174164257,0.189039915673461,0.000485258490796531,0.758973402125384,"latent mixture",39,2039,"strict equifinality"
100,0.18620514069255,0.186146467860785,5.86728317654162e-05,0.0974276820418365,"latent mixture",39,2039,"strict equifinality"
25,0.392471311584176,0.0133220400143085,0.379149271569867,2885.56811615998,"sample-space reduction",39,2039,"strict equifinality"
50,0.366530514218903,0.0157351610479698,0.350795353170933,1769.41145295004,"sample-space reduction",39,2039,"strict equifinality"
100,0.346552838997341,0.026492188007866,0.320060650989475,1386.91917411507,"sample-space reduction",39,2039,"strict equifinality"
25,0.00197590197231595,0.00177830162287651,0.000197600349439447,2.50178257179971,"finite Zipf reference",40,2040,"strict equifinality"
50,0.00620440554034404,0.0059762934502119,0.000228112090132136,1.42009142470132,"finite Zipf reference",40,2040,"strict equifinality"
100,0.0178475397431641,0.0174739297007337,0.000373610042430372,2.6627515803469,"finite Zipf reference",40,2040,"strict equifinality"
25,0.176402916939489,0.00189642677253876,0.17450649016695,1312.55928119375,"Zipf Markov control",40,2040,"strict equifinality"
50,0.192310707461433,0.00621535206866612,0.186095355392767,1351.39031164619,"Zipf Markov control",40,2040,"strict equifinality"
100,0.213958127588826,0.0179478267328405,0.196010300855985,929.320749235587,"Zipf Markov control",40,2040,"strict equifinality"
25,0.193592051083352,0.193126505354888,0.000465545728463995,0.818317502798576,"latent mixture",40,2040,"strict equifinality"
50,0.182786369398706,0.182151544000917,0.000634825397789529,1.17457422824988,"latent mixture",40,2040,"strict equifinality"
100,0.184044345498321,0.18389543149963,0.000148913998690742,0.332004793267046,"latent mixture",40,2040,"strict equifinality"
25,0.391168819305134,0.0133007686022727,0.377868050702861,3048.39172905321,"sample-space reduction",40,2040,"strict equifinality"
50,0.365760178183203,0.0157386984317739,0.350021479751429,1833.10506735195,"sample-space reduction",40,2040,"strict equifinality"
100,0.345677584759421,0.0265697970444753,0.319107787714946,1274.17560725998,"sample-space reduction",40,2040,"strict equifinality"
25,0.00180573410005978,0.00179652910393602,9.20499612376427e-06,0.106500985750426,"finite Zipf reference",41,2041,"strict equifinality"
50,0.00603350148436345,0.00596760326801719,6.58982163462534e-05,0.617414663844179,"finite Zipf reference",41,2041,"strict equifinality"
100,0.0175922487661328,0.0174443248774617,0.00014792388867111,0.893055607717408,"finite Zipf reference",41,2041,"strict equifinality"
25,0.178959610382235,0.00193804475737593,0.177021565624859,1260.80228746821,"Zipf Markov control",41,2041,"strict equifinality"
50,0.195058135959411,0.00618196127178602,0.188876174687625,1080.83463688284,"Zipf Markov control",41,2041,"strict equifinality"
100,0.216760947537362,0.0178341498813392,0.198926797656023,1004.36863671786,"Zipf Markov control",41,2041,"strict equifinality"
25,0.208770970003755,0.209552639829351,-0.000781669825595965,-1.18424569621772,"latent mixture",41,2041,"strict equifinality"
50,0.19961003133772,0.200052103507393,-0.000442072169673485,-0.877185064965394,"latent mixture",41,2041,"strict equifinality"
100,0.199009359556497,0.199021269241265,-1.19096847683298e-05,-0.0208908966199597,"latent mixture",41,2041,"strict equifinality"
25,0.393288305226222,0.0133293237158157,0.379958981510407,2943.06826305404,"sample-space reduction",41,2041,"strict equifinality"
50,0.367643350392286,0.0157572081745851,0.351886142217701,2017.48683711688,"sample-space reduction",41,2041,"strict equifinality"
100,0.347544356210555,0.0265613608199838,0.320982995390571,1863.06925133695,"sample-space reduction",41,2041,"strict equifinality"
25,0.00186902110741962,0.00176903774807357,9.99833593460495e-05,1.08121308334354,"finite Zipf reference",42,2042,"strict equifinality"
50,0.00582643542834752,0.00596514080170331,-0.000138705373355799,-0.786717245595411,"finite Zipf reference",42,2042,"strict equifinality"
100,0.0173942325678652,0.0175474449664983,-0.000153212398633053,-0.707692047347653,"finite Zipf reference",42,2042,"strict equifinality"
25,0.178204329610621,0.0018522577718725,0.176352071838749,1546.26231687502,"Zipf Markov control",42,2042,"strict equifinality"
50,0.193123300335725,0.00614015607380827,0.186983144261917,1257.87592133689,"Zipf Markov control",42,2042,"strict equifinality"
100,0.214997643976586,0.0177741421518209,0.197223501824765,926.595388998356,"Zipf Markov control",42,2042,"strict equifinality"
25,0.20915382177438,0.208556869646832,0.000596952127548567,0.745548162319954,"latent mixture",42,2042,"strict equifinality"
50,0.198024230424405,0.197514658622293,0.000509571802112335,0.769801373261234,"latent mixture",42,2042,"strict equifinality"
100,0.192804916892982,0.192600964428958,0.000203952464024326,0.470585620680779,"latent mixture",42,2042,"strict equifinality"
25,0.391677706214682,0.013308766862078,0.378368939352604,2769.15498287398,"sample-space reduction",42,2042,"strict equifinality"
50,0.365853329866214,0.0156508575467798,0.350202472319434,1578.93394609822,"sample-space reduction",42,2042,"strict equifinality"
100,0.346623663879108,0.0265486787569405,0.320074985122168,1607.69361904432,"sample-space reduction",42,2042,"strict equifinality"
25,0.00182847355380315,0.00178422558533207,4.4247968471081e-05,0.337380338935848,"finite Zipf reference",43,2043,"strict equifinality"
50,0.00580712754486826,0.00602253522413802,-0.000215407679269764,-1.21641690175943,"finite Zipf reference",43,2043,"strict equifinality"
100,0.0174804823299691,0.0175088908026779,-2.84084727087686e-05,-0.142648920498775,"finite Zipf reference",43,2043,"strict equifinality"
25,0.178234652440705,0.00193102306983447,0.17630362937087,1476.04755618784,"Zipf Markov control",43,2043,"strict equifinality"
50,0.192520819557763,0.00622218174073092,0.186298637817032,1151.94719145212,"Zipf Markov control",43,2043,"strict equifinality"
100,0.214849889340621,0.0177990333991302,0.197050855941491,1001.73591048762,"Zipf Markov control",43,2043,"strict equifinality"
25,0.210116758790974,0.209915509170547,0.000201249620426502,0.287032786923185,"latent mixture",43,2043,"strict equifinality"
50,0.193676819537029,0.194071749378385,-0.000394929841356251,-0.566766535978848,"latent mixture",43,2043,"strict equifinality"
100,0.188442097430292,0.188203348990271,0.00023874844002103,0.382601209637927,"latent mixture",43,2043,"strict equifinality"
25,0.389891730825955,0.0133972700428865,0.376494460783068,3015.9677773236,"sample-space reduction",43,2043,"strict equifinality"
50,0.364772076443611,0.0158538502762011,0.34891822616741,2317.81799256579,"sample-space reduction",43,2043,"strict equifinality"
100,0.345536969880281,0.0266651346957808,0.3188718351845,1676.28887930731,"sample-space reduction",43,2043,"strict equifinality"
25,0.0017038224818917,0.00178873096952117,-8.49084876294722e-05,-0.703521149442116,"finite Zipf reference",44,2044,"strict equifinality"
50,0.00572491993052846,0.00604334854034326,-0.000318428609814804,-1.73155527899658,"finite Zipf reference",44,2044,"strict equifinality"
100,0.0173846830191004,0.0175874342798042,-0.000202751260703838,-0.823455564154416,"finite Zipf reference",44,2044,"strict equifinality"
25,0.177432479401971,0.00191612868990888,0.175516350712062,1357.13900272012,"Zipf Markov control",44,2044,"strict equifinality"
50,0.192533364098081,0.00616929027298437,0.186364073825097,1126.40474084812,"Zipf Markov control",44,2044,"strict equifinality"
100,0.214563908005521,0.017825692559905,0.196738215445616,927.725458482593,"Zipf Markov control",44,2044,"strict equifinality"
25,0.213747900471462,0.214012135055837,-0.000264234584374884,-0.373329954301777,"latent mixture",44,2044,"strict equifinality"
50,0.203120317578664,0.203087101222716,3.32163559484955e-05,0.0459428427814354,"latent mixture",44,2044,"strict equifinality"
100,0.198320950314697,0.198654323524076,-0.000333373209378485,-0.613651568097971,"latent mixture",44,2044,"strict equifinality"
25,0.39014619420849,0.0132862224276306,0.37685997178086,3769.86800292193,"sample-space reduction",44,2044,"strict equifinality"
50,0.365087198454352,0.0156633836016236,0.349423814852728,2288.19864866144,"sample-space reduction",44,2044,"strict equifinality"
100,0.345467234828988,0.0264680913560115,0.318999143472977,2426.33238666885,"sample-space reduction",44,2044,"strict equifinality"
25,0.00177026735683537,0.00178346593366845,-1.31985768330809e-05,-0.185570332862197,"finite Zipf reference",45,2045,"strict equifinality"
50,0.00588985002704696,0.00599903674769291,-0.000109186720645954,-0.712342988409186,"finite Zipf reference",45,2045,"strict equifinality"
100,0.0173703855570266,0.0175345150882884,-0.000164129531261773,-0.630739936873493,"finite Zipf reference",45,2045,"strict equifinality"
25,0.175137256606473,0.00189368153592687,0.173243575070546,1411.3014366713,"Zipf Markov control",45,2045,"strict equifinality"
50,0.190168638208981,0.00616936646884425,0.183999271740137,1260.6564803637,"Zipf Markov control",45,2045,"strict equifinality"
100,0.212516618192956,0.0179305621995898,0.194586055993367,1029.09496004992,"Zipf Markov control",45,2045,"strict equifinality"
25,0.20375306275045,0.203251027206473,0.000502035543977569,0.941219494398288,"latent mixture",45,2045,"strict equifinality"
50,0.189429378125796,0.189431178339796,-1.80021399995289e-06,-0.00340399578155486,"latent mixture",45,2045,"strict equifinality"
100,0.184978944358267,0.184165621166269,0.000813323191998089,1.7090997803521,"latent mixture",45,2045,"strict equifinality"
25,0.390687374197949,0.0132477787995783,0.37743959539837,2400.61329475512,"sample-space reduction",45,2045,"strict equifinality"
50,0.365854814198832,0.01568095535579,0.350173858843042,2100.88934129963,"sample-space reduction",45,2045,"strict equifinality"
100,0.346294530265171,0.0264901036877335,0.319804426577438,1303.96391132527,"sample-space reduction",45,2045,"strict equifinality"
25,0.00188593485687264,0.00178865316359832,9.72816932743254e-05,0.77835711299207,"finite Zipf reference",46,2046,"strict equifinality"
50,0.00592039742415625,0.00597468348851082,-5.42860643545735e-05,-0.332388755515964,"finite Zipf reference",46,2046,"strict equifinality"
100,0.0176646992695082,0.0175321441106185,0.000132555158889713,0.951110696260466,"finite Zipf reference",46,2046,"strict equifinality"
25,0.177734146749111,0.00192710810211397,0.175807038646997,1612.32500811309,"Zipf Markov control",46,2046,"strict equifinality"
50,0.195060587831921,0.00618233779240462,0.188878250039516,945.474457687456,"Zipf Markov control",46,2046,"strict equifinality"
100,0.217024412496063,0.017887290780764,0.199137121715299,905.590059941049,"Zipf Markov control",46,2046,"strict equifinality"
25,0.216348504915388,0.217111847231885,-0.000763342316496773,-1.17588600297874,"latent mixture",46,2046,"strict equifinality"
50,0.201846602653942,0.201244691265869,0.000601911388073056,1.0931030444978,"latent mixture",46,2046,"strict equifinality"
100,0.195586239791968,0.195562072774921,2.41670170469666e-05,0.0525338818376298,"latent mixture",46,2046,"strict equifinality"
25,0.390536479819766,0.0132218822382434,0.377314597581523,3068.22818084266,"sample-space reduction",46,2046,"strict equifinality"
50,0.365953706916781,0.0156961575047183,0.350257549412063,1829.90515207008,"sample-space reduction",46,2046,"strict equifinality"
100,0.344784681601728,0.0263606400941251,0.318424041507603,1237.87595113698,"sample-space reduction",46,2046,"strict equifinality"
