"top_k","transition_nmi","surrogate_nmi","transition_nmi_excess","transition_nmi_z","generator","replicate","seed","benchmark"
50,0.366086942496567,0.015708544509019,0.350378397987548,1745.31546521565,"sample-space reduction",11,2011,"strict equifinality"
100,0.346399998832537,0.0265587614590852,0.319841237373451,1049.1190761409,"sample-space reduction",11,2011,"strict equifinality"
25,0.00180366213149033,0.0017769085611839,2.67535703064347e-05,0.259394275086385,"finite Zipf reference",12,2012,"strict equifinality"
50,0.00618586434580014,0.00596636088046704,0.000219503465333104,1.48495895027669,"finite Zipf reference",12,2012,"strict equifinality"
100,0.0177620619129371,0.0175983597992453,0.000163702113691728,1.18060613225357,"finite Zipf reference",12,2012,"strict equifinality"
25,0.182378986953345,0.00192215497741357,0.180456831975932,1872.5512657195,"Zipf Markov control",12,2012,"strict equifinality"
50,0.197844589134828,0.00612247836533022,0.191722110769498,1244.99075198873,"Zipf Markov control",12,2012,"strict equifinality"
100,0.219702112202777,0.0178658102407472,0.201836301962029,1017.98347230417,"Zipf Markov control",12,2012,"strict equifinality"
25,0.215882195737628,0.216468516490942,-0.000586320753314273,-0.81665455505564,"latent mixture",12,2012,"strict equifinality"
50,0.204020525379165,0.204237562946962,-0.000217037567797285,-0.344911895217477,"latent mixture",12,2012,"strict equifinality"
100,0.198152796969737,0.198426137080543,-0.000273340110805681,-0.467571212642679,"latent mixture",12,2012,"strict equifinality"
25,0.391351745916881,0.0132930756498449,0.378058670267036,2838.07699933591,"sample-space reduction",12,2012,"strict equifinality"
50,0.365117729012311,0.0157002639790793,0.349417465033232,2405.96262680608,"sample-space reduction",12,2012,"strict equifinality"
100,0.346104003159247,0.0264824882135759,0.319621514945671,1512.2798217814,"sample-space reduction",12,2012,"strict equifinality"
25,0.00178497075521864,0.00179961790908822,-1.46471538695798e-05,-0.169151427271289,"finite Zipf reference",13,2013,"strict equifinality"
50,0.00597852282186154,0.00606229323118092,-8.37704093193869e-05,-0.48177125256415,"finite Zipf reference",13,2013,"strict equifinality"
100,0.0174601593548257,0.0176215979836772,-0.000161438628851485,-0.697074153005177,"finite Zipf reference",13,2013,"strict equifinality"
25,0.175174434970377,0.00184887534096958,0.173325559629408,2013.04263471418,"Zipf Markov control",13,2013,"strict equifinality"
50,0.191415812466738,0.00612097623357599,0.185294836233162,1271.15297627133,"Zipf Markov control",13,2013,"strict equifinality"
100,0.215201117465147,0.0178902140466681,0.197310903418478,1219.50071397592,"Zipf Markov control",13,2013,"strict equifinality"
25,0.197601206386789,0.197632379627186,-3.11732403968368e-05,-0.0735866152283141,"latent mixture",13,2013,"strict equifinality"
50,0.183462023269523,0.18304607203615,0.000415951233372763,0.913188961676532,"latent mixture",13,2013,"strict equifinality"
100,0.178122975445627,0.177712166607144,0.00041080883848349,1.00333449576379,"latent mixture",13,2013,"strict equifinality"
25,0.392040406430089,0.0132642147129743,0.378776191717114,3171.33067300541,"sample-space reduction",13,2013,"strict equifinality"
50,0.366104686547424,0.0157376715935962,0.350367014953828,2487.51317651534,"sample-space reduction",13,2013,"strict equifinality"
100,0.346994054769439,0.0266470382108686,0.32034701655857,1410.98909258851,"sample-space reduction",13,2013,"strict equifinality"
25,0.00190648216223721,0.00177461332667311,0.000131868835564095,1.34581311344091,"finite Zipf reference",14,2014,"strict equifinality"
50,0.0061048777242739,0.00599888802089847,0.000105989703375433,0.742206423338566,"finite Zipf reference",14,2014,"strict equifinality"
100,0.0175500250763074,0.0175798599209935,-2.98348446860393e-05,-0.135607364241897,"finite Zipf reference",14,2014,"strict equifinality"
25,0.176541065344326,0.00191260089394144,0.174628464450384,1621.90282305529,"Zipf Markov control",14,2014,"strict equifinality"
50,0.193422124639092,0.00618455323894575,0.187237571400146,1513.65655213776,"Zipf Markov control",14,2014,"strict equifinality"
100,0.214627891282073,0.0178653471060768,0.196762544175996,1067.29653177051,"Zipf Markov control",14,2014,"strict equifinality"
25,0.201801883788017,0.201345066377396,0.000456817410621591,0.905344716230873,"latent mixture",14,2014,"strict equifinality"
50,0.196590881812726,0.195618208416842,0.000972673395883694,2.04468850809888,"latent mixture",14,2014,"strict equifinality"
100,0.195565968701851,0.194943661133313,0.000622307568538316,1.45483117396948,"latent mixture",14,2014,"strict equifinality"
25,0.39251868660417,0.0134065042558219,0.379112182348348,2830.15558382323,"sample-space reduction",14,2014,"strict equifinality"
50,0.366937666487173,0.0158096012126498,0.351128065274524,2189.02073553755,"sample-space reduction",14,2014,"strict equifinality"
100,0.346732117562432,0.026692490498379,0.320039627064053,1307.5468792947,"sample-space reduction",14,2014,"strict equifinality"
25,0.00169148119267103,0.00179350268188665,-0.000102021489215616,-1.00765857392857,"finite Zipf reference",15,2015,"strict equifinality"
50,0.00589471711619178,0.00599814623492103,-0.000103429118729254,-0.713052809187839,"finite Zipf reference",15,2015,"strict equifinality"
100,0.0176320210928885,0.017585315058056,4.67060348325436e-05,0.212327796767421,"finite Zipf reference",15,2015,"strict equifinality"
25,0.179640743034921,0.00189175804257524,0.177748984992346,1591.40198224354,"Zipf Markov control",15,2015,"strict equifinality"
50,0.195302224007117,0.00617579932688207,0.189126424680235,1352.62260918335,"Zipf Markov control",15,2015,"strict equifinality"
100,0.217440155302882,0.0178557741041481,0.199584381198734,1385.59088384869,"Zipf Markov control",15,2015,"strict equifinality"
25,0.200025480075932,0.201533948464494,-0.00150846838856153,-3.1482145081294,"latent mixture",15,2015,"strict equifinality"
50,0.187163089513525,0.188015989343325,-0.000852899829799442,-1.98440209734643,"latent mixture",15,2015,"strict equifinality"
100,0.181964385528277,0.183014146325491,-0.001049760797214,-2.75158709761755,"latent mixture",15,2015,"strict equifinality"
25,0.390556901170322,0.0133126752244501,0.377244225945871,3925.55356910326,"sample-space reduction",15,2015,"strict equifinality"
50,0.366244322814425,0.0158124437411868,0.350431879073238,2593.47383476006,"sample-space reduction",15,2015,"strict equifinality"
100,0.345767370348891,0.0266595733002721,0.319107797048619,1470.00485290018,"sample-space reduction",15,2015,"strict equifinality"
25,0.0017050786958994,0.00181449570271571,-0.000109417006816318,-1.23429038048514,"finite Zipf reference",16,2016,"strict equifinality"
50,0.00601044696372259,0.00600841499243068,2.03197129190844e-06,0.0116464284006932,"finite Zipf reference",16,2016,"strict equifinality"
100,0.0177090200529513,0.0175659775054296,0.000143042547521718,0.585784749137067,"finite Zipf reference",16,2016,"strict equifinality"
25,0.176959655503136,0.00190603505642402,0.175053620446712,1559.57591849776,"Zipf Markov control",16,2016,"strict equifinality"
50,0.194648352701354,0.00616464410717075,0.188483708594183,1326.7208485706,"Zipf Markov control",16,2016,"strict equifinality"
100,0.21671428025327,0.0178544376806232,0.198859842572647,853.77577081025,"Zipf Markov control",16,2016,"strict equifinality"
25,0.208077238636116,0.208950548544719,-0.00087330990860332,-1.12309260895402,"latent mixture",16,2016,"strict equifinality"
50,0.195420635306208,0.195705729748624,-0.000285094442416256,-0.380844015784131,"latent mixture",16,2016,"strict equifinality"
100,0.191219810682345,0.191962296230481,-0.000742485548135968,-1.15399816043832,"latent mixture",16,2016,"strict equifinality"
25,0.390686075983327,0.0132555867813726,0.377430489201954,3641.07060214765,"sample-space reduction",16,2016,"strict equifinality"
50,0.36672841089498,0.0156485529883247,0.351079857906655,2149.67175232574,"sample-space reduction",16,2016,"strict equifinality"
100,0.346116190042065,0.026488301570962,0.319627888471103,2019.47208646331,"sample-space reduction",16,2016,"strict equifinality"
25,0.00159847942932135,0.00175091409641443,-0.000152434667093074,-1.42367589987842,"finite Zipf reference",17,2017,"strict equifinality"
50,0.00582879868276419,0.00592088799786708,-9.20893151028987e-05,-0.489679445736985,"finite Zipf reference",17,2017,"strict equifinality"
100,0.0173937583764236,0.0175276932283153,-0.000133934851891691,-0.696794158084021,"finite Zipf reference",17,2017,"strict equifinality"
25,0.177042415038259,0.00194600748508484,0.175096407553174,1538.20051745425,"Zipf Markov control",17,2017,"strict equifinality"
50,0.19171094146613,0.00614187380235273,0.185569067663777,1184.8378158057,"Zipf Markov control",17,2017,"strict equifinality"
100,0.214030440570151,0.0178350826617637,0.196195357908388,1427.23113882337,"Zipf Markov control",17,2017,"strict equifinality"
25,0.185819811958888,0.185294951197815,0.000524860761072471,0.857931099437096,"latent mixture",17,2017,"strict equifinality"
50,0.174624994048042,0.17446340938929,0.000161584658752018,0.265029822797275,"latent mixture",17,2017,"strict equifinality"
100,0.173310573000478,0.173321303996775,-1.07309962964208e-05,-0.02090528302538,"latent mixture",17,2017,"strict equifinality"
25,0.39300991164116,0.0133997999788939,0.379610111662267,2626.55655079281,"sample-space reduction",17,2017,"strict equifinality"
50,0.366859388625432,0.0157852983558441,0.351074090269588,1986.1630646813,"sample-space reduction",17,2017,"strict equifinality"
100,0.347077445010986,0.0265419483258317,0.320535496685154,1324.17739187049,"sample-space reduction",17,2017,"strict equifinality"
25,0.00171076528413709,0.00180923302181042,-9.84677376733275e-05,-1.05882713151199,"finite Zipf reference",18,2018,"strict equifinality"
50,0.00590497501257162,0.00604378841581849,-0.000138813403246874,-1.1704089517987,"finite Zipf reference",18,2018,"strict equifinality"
100,0.0175034897224997,0.0176242656463019,-0.000120775923802226,-0.846193775624513,"finite Zipf reference",18,2018,"strict equifinality"
25,0.180540454612032,0.00189178931419347,0.178648665297838,1741.81769999975,"Zipf Markov control",18,2018,"strict equifinality"
50,0.195808333536586,0.00615474160727431,0.189653591929312,1252.28514891179,"Zipf Markov control",18,2018,"strict equifinality"
100,0.21609219879038,0.0177941762358436,0.198298022554537,1047.85976872253,"Zipf Markov control",18,2018,"strict equifinality"
25,0.194634959065483,0.195248182459313,-0.000613223393829992,-0.728283299874608,"latent mixture",18,2018,"strict equifinality"
50,0.184003424597885,0.184405035527551,-0.000401610929665591,-0.622038666781772,"latent mixture",18,2018,"strict equifinality"
100,0.183297084096446,0.18387387006834,-0.000576785971893534,-1.01527178804054,"latent mixture",18,2018,"strict equifinality"
25,0.391010456976978,0.0133138398786926,0.377696617098285,3271.33991816899,"sample-space reduction",18,2018,"strict equifinality"
50,0.366138149455012,0.015739865539776,0.350398283915236,2677.52805940868,"sample-space reduction",18,2018,"strict equifinality"
100,0.345557036994518,0.026535490877548,0.31902154611697,1739.63052414815,"sample-space reduction",18,2018,"strict equifinality"
